STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,BASE_PER,Base period,DECIMALS,Decimals,POP_GROUP,Population group
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISL,Iceland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISL,Iceland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISL,Iceland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISL,Iceland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,20.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISL,Iceland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,17.3,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,7.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,4.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,31.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,28.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2019,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,IRL,Ireland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,15.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,15.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2019,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,15.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ISR,Israel,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,15.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,0.8,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,0.4,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,47.7,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,47.7,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,47.7,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,47.7,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,47.7,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,0.8,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,ITA,Italy,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,0.8,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,58.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,58.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,58.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,58.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,58.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,JPN,Japan,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,KOR,Korea,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,52.6,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,KOR,Korea,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,52.6,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,KOR,Korea,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,64.9,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,KOR,Korea,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,64.9,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,AUS,Australia,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,AUS,Australia,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,AUS,Australia,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,18.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,CHL,Chile,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,1.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,CHL,Chile,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,1.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,12.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,12.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,12.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,12.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,12.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,1.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,MEX,Mexico,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,1.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,0.4,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,0.4,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,16.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,16.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,16.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,16.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,16.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,6.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NLD,Netherlands,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,1.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,18.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,18.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2019,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,0.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,26.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NZL,New Zealand,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,22.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,10.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,10.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,86.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,86.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,86.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,91.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,91.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,15.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,NOR,Norway,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,15.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,52.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,POL,Poland,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,2.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2018,,22.3,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2017,,22.3,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2021,,30.1,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2020,,30.1,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2019,,30.1,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,30.1,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2017,,30.1,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2021,,22.3,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,PRT,Portugal,C1_5,Total length of paid paternity and parental leave reserved for fathers,C1,Family policies,2020,,22.3,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
DATAFLOW,OECD.WISE.CWB:DSD_CWB@DF_CWB(1.0),Child well-being,I,SVK,Slovak Republic,C1_4,Total length of paid maternity and parental leave available to mothers,C1,Family policies,2018,,164.0,,A,Normal value,0,Units,WK,Weeks,,,1,One,_Z,Not applicable
