DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2025-07,5.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2025-08,5.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2025-09,5.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2025-10,5.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2025-11,5.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2025-12,5.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2026-01,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2026-02,6.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2026-03,6.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Austria,2026-04,5.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-07,11.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-08,11.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-09,11.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-10,11.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-11,11.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-12,11.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2026-01,12.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2026-02,12.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2026-03,11.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2025-07,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2025-08,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2025-09,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2025-10,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2025-11,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2025-12,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2026-01,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2026-02,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2026-03,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Belgium,2026-04,6.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2025-07,3.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2025-08,3.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2025-09,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2025-10,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2025-11,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2025-12,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2026-01,3.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2026-02,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2026-03,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Bulgaria,2026-04,3.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2025-07,5.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2025-08,5.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2025-09,5.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2025-10,4.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2025-11,4.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2025-12,5.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2026-01,5.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2026-02,5.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Switzerland,2026-03,5.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2025-07,4.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2025-08,4.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2025-09,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2025-10,2.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2025-11,4.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2025-12,4.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2026-01,4.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2026-02,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2026-03,3.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Cyprus,2026-04,2.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2025-07,2.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2025-08,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2025-09,3.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2025-10,3.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2025-11,2.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2025-12,3.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2026-01,3.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2026-02,3.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2026-03,3.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Czechia,2026-04,3.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2025-07,3.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2025-08,3.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2025-09,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2025-10,3.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2025-11,3.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2025-12,3.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2026-01,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2026-02,3.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2026-03,3.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Germany,2026-04,3.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2025-07,6.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2025-08,6.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2025-09,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2025-10,6.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2025-11,6.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2025-12,5.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2026-01,7.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2026-02,7.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2026-03,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Denmark,2026-04,7.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2025-07,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2025-08,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2025-09,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2025-10,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2025-11,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2025-12,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2026-01,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2026-02,6.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2026-03,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Euro area – 21 countries (from 2026),2026-04,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2025-07,7.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2025-08,7.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2025-09,7.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2025-10,6.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2025-11,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2025-12,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2026-01,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2026-02,7.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2026-03,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Estonia,2026-04,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2025-07,8.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2025-08,8.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2025-09,8.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2025-10,8.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2025-11,8.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2025-12,8.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2026-01,9.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2026-02,10.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2026-03,11.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Greece,2026-04,9.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Spain,2025-07,10.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Spain,2025-08,10.6,,
