country,year,borrower_gdp_growth,china_debt_usd,china_gdp_growth,china_debt_change,post_gfc,china_growth_x_post_gfc
ZMB,1989,-3.7,168784326.8,4.2,-18191756.599999994,0,0.0
ZMB,1990,-0.6,163444626.2,3.9,-5339700.600000024,0,0.0
ZMB,1991,-0.7,157434892.8,10.2,-6009733.399999976,0,0.0
ZMB,1992,2.1,143483209.0,14.3,-13951683.800000012,0,0.0
ZMB,1993,-0.1,145363670.0,13.9,1880461.0,0,0.0
ZMB,1994,-13.3,166618227.3,13.1,21254557.300000012,0,0.0
ZMB,1995,2.9,162924669.2,11.0,-3693558.100000024,0,0.0
ZMB,1996,6.2,163586450.2,10.0,661781.0,0,0.0
ZMB,1997,3.8,166474173.9,9.3,2887723.700000018,0,0.0
ZMB,1998,-0.4,166579069.6,7.9,104895.69999998808,0,0.0
ZMB,1999,4.7,127590425.7,7.8,-38988643.89999999,0,0.0
ZMB,2000,3.9,120964251.0,8.6,-6626174.700000003,0,0.0
ZMB,2001,5.3,207932258.3,8.3,86968007.30000001,0,0.0
ZMB,2002,4.5,208082513.4,9.2,150255.09999999404,0,0.0
ZMB,2003,6.9,206391086.4,10.1,-1691427.0,0,0.0
ZMB,2004,7.0,173999516.5,10.1,-32391569.900000006,0,0.0
ZMB,2005,7.2,171896152.0,11.4,-2103364.5,0,0.0
ZMB,2006,7.9,162372391.6,12.7,-9523760.400000006,0,0.0
ZMB,2007,8.4,222120659.2,14.2,59748267.599999994,0,0.0
ZMB,2008,7.8,213498622.8,9.6,-8622036.399999976,0,0.0
ZMB,2009,9.2,208109887.9,9.4,-5388734.900000006,1,9.4
ZMB,2010,10.3,314920821.2,10.6,106810933.29999998,1,10.6
ZMB,2011,5.6,875594883.0,9.5,560674061.8,1,9.5
ZMB,2012,7.6,1206265773.1,7.8,330670890.0999999,1,7.8
ZMB,2013,5.1,1252493877.8,7.8,46228104.70000005,1,7.8
ZMB,2014,4.7,1596116873.8,7.5,343622996.0,1,7.5
ZMB,2015,2.9,1922626460.9,7.0,326509587.10000014,1,7.0
ZMB,2016,3.8,2321701762.1,6.8,399075301.1999998,1,6.8
ZMB,2017,3.5,2601898066.2,6.9,280196304.0999999,1,6.9
ZMB,2018,4.0,2877733663.8,6.8,275835597.6000004,1,6.8
ZMB,2019,1.4,3438609476.0,6.1,560875812.1999998,1,6.1
ZMB,2020,-2.8,3744972221.9,2.3,306362745.9000001,1,2.3
ZMB,2021,6.2,3781871592.7,8.6,36899370.799999714,1,8.6
ZMB,2022,5.2,3688866229.6,3.1,-93005363.0999999,1,3.1
ZMB,2023,5.4,3592790068.7,5.4,-96076160.9000001,1,5.4
ZMB,2024,3.8,3570963883.3,5.0,-21826185.39999962,1,5.0
