ref_area.label,sex.label,classif1.label,time,obs_value
Australia,Male,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2022,85.728
Australia,Female,"Occupation (ISCO-08), 2 digit level: 01 - Commissioned armed forces officers",2022,0.159
Australia,Female,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2022,46.04
Australia,Female,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2022,228.616
Australia,Female,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2022,177.856
Australia,Female,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2022,201.772
Australia,Female,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2022,128.263
Australia,Female,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2022,511.455
Australia,Female,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2022,476.891
Australia,Female,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2022,363.803
Australia,Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2022,75.072
Australia,Female,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2022,245.538
Australia,Female,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2022,31.913
Australia,Female,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2022,184.918
Australia,Female,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2022,549.435
Australia,Female,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2022,199.272
Australia,Female,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2022,17.146
Australia,Female,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2022,313.64
Australia,Female,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2022,227.293
Australia,Female,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2022,307.999
Australia,Female,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2022,52.086
Australia,Female,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2022,391.84
Australia,Female,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2022,571.099
Australia,Female,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2022,523.11
Australia,Female,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2022,48.599
Australia,Female,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2022,48.193
Australia,Female,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2022,1.014
Australia,Female,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2022,13.196
Australia,Female,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2022,10.754
Australia,Female,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2022,10.314
Australia,Female,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2022,8.093
Australia,Female,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2022,47.607
Australia,Female,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2022,72.034
Australia,Female,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2022,7.254
Australia,Female,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2022,43.811
Australia,Female,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2022,134.996
Australia,Female,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2022,25.921
Australia,Female,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2022,86.515
Australia,Female,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2022,98.025
Australia,Female,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2022,13.585
Australia,Male,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2021,75.564
Australia,Male,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2021,235.489
Australia,Male,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2021,367.183
Australia,Male,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2021,248.507
Australia,Male,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2021,290.784
Australia,Male,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2021,170.599
Australia,Male,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2021,185.465
Australia,Male,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2021,300.123
Australia,Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2021,268.08
Australia,Male,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2021,152.466
Australia,Male,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2021,163.054
Australia,Male,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2021,61.12
Australia,Male,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2021,346.969
Australia,Male,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2021,156.268
Australia,Male,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2021,61.385
Australia,Male,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2021,60.278
Australia,Male,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2021,63.208
Australia,Male,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2021,137.811
Australia,Male,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2021,34.901
Australia,Male,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2021,151.731
Australia,Male,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2021,318.074
Australia,Male,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2021,106.469
Australia,Male,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2021,142.551
Australia,Male,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2021,212.004
Australia,Male,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2021,5.789
Australia,Male,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2021,477.215
Australia,Male,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2021,352.664
Australia,Male,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2021,27.323
Australia,Male,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2021,224.875
Australia,Male,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2021,118.902
Australia,Male,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2021,162.495
Australia,Male,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2021,19.383
Australia,Male,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2021,515.879
Australia,Male,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2021,105.608
Australia,Male,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2021,72.204
Australia,Male,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2021,307.131
Australia,Male,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2021,91.437
Australia,Male,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2021,91.613
Australia,Female,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2021,39.812
Australia,Female,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2021,193.894
Australia,Female,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2021,172.702
Australia,Female,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2021,197.605
Australia,Female,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2021,127.822
Australia,Female,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2021,494.273
Australia,Female,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2021,464.009
Australia,Female,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2021,330.281
Australia,Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2021,69.194
Australia,Female,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2021,247.159
Australia,Female,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2021,33.391
Australia,Female,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2021,164.94
Australia,Female,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2021,517.526
Australia,Female,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2021,200.286
Australia,Female,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2021,18.429
Australia,Female,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2021,306.919
Australia,Female,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2021,217.504
Australia,Female,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2021,307.187
Australia,Female,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2021,46.935
Australia,Female,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2021,353.316
Australia,Female,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2021,554.206
Australia,Female,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2021,489.376
Australia,Female,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2021,45.749
Australia,Female,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2021,67.245
Australia,Female,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2021,0.996
Australia,Female,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2021,9.316
Australia,Female,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2021,6.804
Australia,Female,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2021,10.488
Australia,Female,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2021,5.413
Australia,Female,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2021,49.3
Australia,Female,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2021,70.84
Australia,Female,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2021,5.788
Australia,Female,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2021,34.256
Australia,Female,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2021,136.529
Australia,Female,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2021,30.542
Australia,Female,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2021,73.469
Australia,Female,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2021,98.618
Australia,Female,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2021,14.293
Australia,Male,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2020,62.22
Australia,Male,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2020,199.635
Australia,Male,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2020,364.755
Australia,Male,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2020,217.764
Australia,Male,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2020,306.512
Australia,Male,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2020,165.644
Australia,Male,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2020,179.483
Australia,Male,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2020,302.972
Australia,Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2020,242.624
Australia,Male,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2020,135.657
Australia,Male,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2020,163.304
Australia,Male,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2020,53.904
Australia,Male,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2020,339.362
Australia,Male,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2020,141.564
Australia,Male,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2020,66.965
Australia,Male,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2020,61.099
Australia,Male,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2020,70.843
Australia,Male,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2020,142.548
Australia,Male,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2020,28.922
Australia,Male,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2020,125.505
Australia,Male,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2020,308.699
Australia,Male,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2020,91.042
Australia,Male,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2020,131.756
Australia,Male,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2020,223.646
Australia,Male,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2020,6.705
Australia,Male,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2020,472.042
Australia,Male,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2020,343.864
Australia,Male,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2020,28.485
Australia,Male,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2020,231.44
Australia,Male,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2020,115.761
Australia,Male,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2020,163.491
Australia,Male,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2020,21.27
Australia,Male,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2020,515.214
Australia,Male,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2020,108.875
Australia,Male,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2020,77.271
Australia,Male,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2020,297.481
Australia,Male,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2020,88.332
Australia,Male,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2020,94.705
Australia,Female,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2020,22.992
Australia,Female,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2020,182.487
Australia,Female,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2020,159.737
Australia,Female,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2020,193.578
Australia,Female,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2020,115.335
Australia,Female,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2020,480.494
Australia,Female,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2020,462.377
Australia,Female,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2020,318.908
Australia,Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2020,61.722
Australia,Female,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2020,227.159
Australia,Female,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2020,26.434
Australia,Female,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2020,162.85
Australia,Female,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2020,482.889
Australia,Female,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2020,166.82
Australia,Female,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2020,16.636
Australia,Female,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2020,330.723
Australia,Female,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2020,234.442
Australia,Female,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2020,317.178
Australia,Female,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2020,41.276
Australia,Female,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2020,316.885
Australia,Female,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2020,535.293
Australia,Female,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2020,463.814
Australia,Female,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2020,48.602
Australia,Female,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2020,65.171
Australia,Female,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2020,0.401
Australia,Female,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2020,8.771
Australia,Female,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2020,3.686
Australia,Female,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2020,12.385
Australia,Female,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2020,5.673
Australia,Female,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2020,47.133
Australia,Female,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2020,73.421
Australia,Female,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2020,6.96
Australia,Female,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2020,31.432
Australia,Female,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2020,130.266
Australia,Female,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2020,31.817
Australia,Female,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2020,70.903
Australia,Female,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2020,90.732
Australia,Female,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2020,12.962
Australia,Male,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2019,57.789
Australia,Male,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2019,208.188
Australia,Male,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2019,313.683
Australia,Male,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2019,223.952
Australia,Male,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2019,288.37
Australia,Male,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2019,153.854
Australia,Male,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2019,176.764
Australia,Male,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2019,302.437
Australia,Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,240.492
Australia,Male,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2019,154.464
Australia,Male,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2019,166.58
Australia,Male,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2019,59.29
Australia,Male,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2019,335.536
Australia,Male,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2019,167.415
Australia,Male,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2019,58.874
Australia,Male,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2019,57.979
Australia,Male,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2019,76.289
Australia,Male,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2019,134.584
Australia,Male,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2019,30.808
Australia,Male,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2019,146.236
Australia,Male,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2019,313.004
Australia,Male,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2019,84.283
Australia,Male,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2019,136.052
Australia,Male,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2019,212.679
Australia,Male,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2019,8.841
Australia,Male,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2019,532.471
Australia,Male,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2019,358.502
Australia,Male,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2019,32.862
Australia,Male,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2019,224.689
Australia,Male,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2019,129.385
Australia,Male,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2019,172.188
Australia,Male,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2019,22.098
Australia,Male,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2019,557.796
Australia,Male,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2019,114.506
Australia,Male,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2019,68.564
Australia,Male,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2019,306.627
Australia,Male,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2019,104.529
Australia,Male,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2019,87.98
Australia,Female,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2019,25.555
Australia,Female,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2019,153.514
Australia,Female,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2019,140.077
Australia,Female,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2019,195.607
Australia,Female,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2019,112.864
Australia,Female,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2019,464.599
Australia,Female,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2019,428.812
Australia,Female,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2019,306.205
Australia,Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2019,63.673
Australia,Female,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2019,219.51
Australia,Female,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2019,34.615
Australia,Female,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2019,164.419
Australia,Female,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2019,523.42
Australia,Female,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2019,189.294
Australia,Female,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2019,14.645
Australia,Female,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2019,298.379
Australia,Female,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2019,273.448
Australia,Female,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2019,304.628
Australia,Female,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2019,47.311
Australia,Female,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2019,389.969
Australia,Female,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2019,576.257
Australia,Female,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2019,478.142
Australia,Female,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2019,45.543
Australia,Female,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2019,63.968
Australia,Female,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2019,0.334
Australia,Female,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2019,8.277
Australia,Female,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2019,6.755
Australia,Female,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2019,11.857
Australia,Female,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2019,7.132
Australia,Female,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2019,43.283
Australia,Female,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2019,72.705
Australia,Female,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2019,7.793
Australia,Female,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2019,38.379
Australia,Female,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2019,134.461
Australia,Female,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2019,28.793
Australia,Female,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2019,70.715
Australia,Female,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2019,95.88
Australia,Female,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2019,16.253
Australia,Male,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2018,82.146
Australia,Male,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2018,192.809
Australia,Male,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2018,338.649
Australia,Male,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2018,241.928
Australia,Male,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2018,267.244
Australia,Male,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2018,153.444
Australia,Male,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2018,161.388
Australia,Male,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2018,285.575
Australia,Male,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,219.628
Australia,Male,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2018,143.232
Australia,Male,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2018,158.068
Australia,Male,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2018,55.986
Australia,Male,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2018,317.548
