e,c,C,F,a,d,y,f,p,s,r,t,u
2503,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2025-01-20,2025.0,15000.0,Vodafone Romania S.A.,"Media, Telecoms and Broadcasting","Art. 32 (1) b) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_20_01_2025&lang=ro
2504,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2025-01-17,2025.0,2000.0,DELIVERY SOLUTIONS S.A.,Industry and Commerce,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_17_01_2025&lang=ro
2505,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2025-01-23,2025.0,5000.0,Softehnica S.R.L.,Industry and Commerce,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_23_01_2025&lang=ro
2506,FINLAND,Finland,/flags/flag_finland.png,Deputy Data Protection Ombudsman,2024-12-17,2024.0,950000.0,Sambla Group Oy,"Finance, Insurance and Consulting","Art. 5 (1) f) GDPR, Art. 25 (1), (2) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,https://tietosuoja.fi/-/lainanvertailupalveluja-tarjoavalle-sambla-groupille-seuraamusmaksu-tietoturvallisuuden-laiminlyonnista-yrityksen-on-ilmoitettava-asiakkailleen
2507,THE NETHERLANDS,The Netherlands,/flags/flag_the%20netherlands.png,Dutch Supervisory Authority for Data Protection (AP),2024-11-26,2024.0,4750000.0,Netflix International B.V.,"Media, Telecoms and Broadcasting","Art. 5 (1) a) GDPR, Art. 12 (1) GDPR, Art. 13 (1) c), e), f) GDPR, Art. 13 (2) GDPR, Art. 15 (1) a), c), d) GDPR",Insufficient fulfilment of information obligations,https://autoriteitpersoonsgegevens.nl/system/files?file=2024-12/Besluit%20boete%20Netflix_0.pdf
2508,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2024-09-26,2024.0,1300000.0,TELEFÓNICA DE ESPAÑA SAU,"Media, Telecoms and Broadcasting","Art. 5 (1) f) GDPR, Art. 5 (1) c) GDPR",Non-compliance with general data processing principles,https://www.aepd.es/documento/ps-00291-2023.pdf
2509,THE NETHERLANDS,The Netherlands,/flags/flag_the%20netherlands.png,Dutch Supervisory Authority for Data Protection (AP),2024-12-23,2024.0,40000.0,Coolblue B.V,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,https://autoriteitpersoonsgegevens.nl/actueel/boete-voor-coolblue-voor-het-ongevraagd-gebruiken-van-cookies
2510,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2024-11-22,2024.0,220000.0,"CARTONAJES BAÑERES, S.A",Employment,"Art. 15 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/documento/ps-00361-2023.pdf
2511,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2024-11-06,2024.0,1000.0,"MINAS DE VALDECASTILLO, S.A..",Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/documento/ps-00399-2023.pdf
2512,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2024-10-31,2024.0,900.0,"RIVENDELL TECHNOLOGY, S.L.",Not assigned,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,https://www.aepd.es/documento/ps-00369-2024.pdf
2513,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2024-11-13,2024.0,500.0,4T OCIO Y CAFÉ 2009,Accomodation and Hospitality,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/documento/ps-00402-2023.pdf
2514,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2024-12-10,2024.0,4000000.0,"GENERALI ESPAÑA, SOCIEDAD ANONIMA DE SEGUROS Y REASEGUROS","Finance, Insurance and Consulting","Art. 5 (1) f) GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/documento/ps-00453-2023.pdf
2515,CYPRUS,Cyprus,/flags/flag_cyprus.png,Cypriot Data Protection Commissioner,2024-09-04,2024.0,3000.0,Senira Limited,"Finance, Insurance and Consulting",Art. 31 GDPR,Insufficient cooperation with supervisory authority,https://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/9D51EA60B8CB6E33C2258BF2004C7F8F?OpenDocument
2516,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2024-11-13,2024.0,678897.0,Illumia Spa,Transportation and Energy,"Art. 5 (2) GDPR, Art. 6 GDPR, Art. 7 GPDR, Art. 24 GDPR, Art. 25 GDPR, Art. 28 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/10086101
