primary_country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,>15
China,0.3007925072046109,0.33213256484149856,0.15453890489913544,0.07132564841498559,0.035302593659942365,0.02197406340057637,0.016210374639769452,0.009365994236311239,0.009005763688760807,0.010446685878962535,0.005763688760806916,0.0036023054755043226,0.003962536023054755,0.0032420749279538905,0.002161383285302594,0.001440922190201729,0.018731988472622477
China [],0.0,0.3888888888888889,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,0.0,0.08771929824561403,0.017543859649122806,0.08771929824561403,0.05263157894736842,0.12280701754385964,0.03508771929824561,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.0,0.017543859649122806,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.3333333333333333
Costa Rica,0.0,0.125,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.5625
Croatia,0.0,0.10638297872340426,0.06382978723404255,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.02127659574468085,0.0425531914893617,0.0,0.06382978723404255,0.0,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.0,0.06382978723404255,0.3404255319148936
Czech Republic,0.0,0.12837837837837837,0.13513513513513514,0.08108108108108109,0.060810810810810814,0.0472972972972973,0.033783783783783786,0.0472972972972973,0.033783783783783786,0.013513513513513514,0.0472972972972973,0.02027027027027027,0.05405405405405406,0.0472972972972973,0.04054054054054054,0.02702702702702703,0.18243243243243243
Czechia,0.0,0.1111111111111111,0.05555555555555555,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.2777777777777778
Côte d'Ivoire,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453
Democratic Republic of the Congo,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182
Denmark,0.06220095693779904,0.15311004784688995,0.20095693779904306,0.12440191387559808,0.09409888357256778,0.06060606060606061,0.049441786283891544,0.03827751196172249,0.03508771929824561,0.03508771929824561,0.02073365231259968,0.012759170653907496,0.011164274322169059,0.01594896331738437,0.007974481658692184,0.006379585326953748,0.07177033492822966
