,primary_country_target,primary_country_partner,Count
1725,Ecuador,Greece,1
1726,Ecuador,Hungary,1
1727,Ecuador,Iceland,1
1738,Ecuador,Mongolia,1
1739,Ecuador,Morocco,1
1749,Ecuador,Qatar,1
1752,Ecuador,Rwanda,1
1754,Ecuador,Senegal,1
1756,Ecuador,Sierra Leone,1
1768,Ecuador,The Philippines,1
1770,Ecuador,Turkey,1
1774,Ecuador,Ukraine,1
1847,Egypt,USA,18
1846,Egypt,UK,15
1799,Egypt,France,13
1790,Egypt,China,12
1780,Egypt,Australia,11
1788,Egypt,Canada,10
1801,Egypt,Germany,8
1805,Egypt,India,7
1810,Egypt,Italy,6
1811,Egypt,Japan,6
1831,Egypt,Saudi Arabia,6
1838,Egypt,Spain,6
1841,Egypt,Switzerland,6
1789,Egypt,Chile,5
1819,Egypt,Nigeria,5
1834,Egypt,Singapore,5
1836,Egypt,South Africa,5
1837,Egypt,South Korea,5
1840,Egypt,Sweden,5
1850,Egypt,United Arab Emirates,5
1785,Egypt,Brazil,4
1813,Egypt,Kenya,4
1816,Egypt,Mexico,4
1828,Egypt,Romania,4
1844,Egypt,Tunisia,4
1781,Egypt,Austria,3
1786,Egypt,Bulgaria,3
1792,Egypt,Croatia,3
1807,Egypt,Iran,3
1817,Egypt,Morocco,3
1820,Egypt,Norway,3
1821,Egypt,Pakistan,3
1825,Egypt,Poland,3
1826,Egypt,Portugal,3
1829,Egypt,Russia,3
1852,Egypt,Vietnam,3
1853,Egypt,the Netherlands,3
1779,Egypt,Argentina,2
1783,Egypt,Belgium,2
1791,Egypt,Colombia,2
1793,Egypt,Czech Republic,2
1794,Egypt,Denmark,2
1795,Egypt,Ecuador,2
1797,Egypt,Ethiopia,2
1798,Egypt,Finland,2
1802,Egypt,Greece,2
1804,Egypt,Hungary,2
1806,Egypt,Indonesia,2
1808,Egypt,Ireland,2
1809,Egypt,Israel,2
1815,Egypt,Malaysia,2
1818,Egypt,New Zealand,2
1823,Egypt,Peru,2
1827,Egypt,Qatar,2
1832,Egypt,Serbia,2
1842,Egypt,Taiwan,2
1843,Egypt,The Philippines,2
1845,Egypt,Turkey,2
1848,Egypt,Uganda,2
1849,Egypt,Ukraine,2
1782,Egypt,Bangladesh,1
1784,Egypt,Botswana,1
1787,Egypt,Cameroon,1
1796,Egypt,Estonia,1
1800,Egypt,Georgia,1
1803,Egypt,Guinea,1
1812,Egypt,Kazakhstan,1
1814,Egypt,Luxembourg,1
1822,Egypt,Panama,1
1824,Egypt,Philippines,1
1830,Egypt,Rwanda,1
1833,Egypt,Sierra Leone,1
1835,Egypt,Slovenia,1
1839,Egypt,Sri Lanka,1
1851,Egypt,Venezuela,1
1933,Estonia,USA,60
1932,Estonia,UK,59
1880,Estonia,Germany,54
1924,Estonia,Sweden,44
1925,Estonia,Switzerland,44
1873,Estonia,Denmark,39
1878,Estonia,France,35
1855,Estonia,Australia,34
1877,Estonia,Finland,34
1939,Estonia,the Netherlands,34
1864,Estonia,Canada,33
1890,Estonia,Italy,32
1866,Estonia,China,28
1903,Estonia,Norway,27
1922,Estonia,Spain,27
1856,Estonia,Austria,24
1891,Estonia,Japan,21
1858,Estonia,Belgium,20
1884,Estonia,Iceland,20
1913,Estonia,Russia,20
1881,Estonia,Greece,16
1908,Estonia,Poland,16
1888,Estonia,Ireland,15
1885,Estonia,India,13
1917,Estonia,Singapore,13
1921,Estonia,South Korea,12
1854,Estonia,Argentina,11
1869,Estonia,Croatia,11
1909,Estonia,Portugal,11
1870,Estonia,Czech Republic,10
1926,Estonia,Taiwan,10
1898,Estonia,Mexico,9
1901,Estonia,New Zealand,9
1920,Estonia,South Africa,9
1861,Estonia,Brazil,8
1883,Estonia,Hungary,8
1889,Estonia,Israel,7
1935,Estonia,Ukraine,7
1862,Estonia,Bulgaria,6
1867,Estonia,Colombia,6
1894,Estonia,Lithuania,6
1912,Estonia,Romania,6
1914,Estonia,Saudi Arabia,6
1886,Estonia,Indonesia,5
1905,Estonia,Panama,5
1918,Estonia,Slovakia,5
1857,Estonia,Bangladesh,4
1865,Estonia,Chile,4
1887,Estonia,Iran,4
1897,Estonia,Malaysia,4
1899,Estonia,Mongolia,4
1902,Estonia,Nigeria,4
1906,Estonia,Peru,4
1907,Estonia,Philippines,4
1910,Estonia,Qatar,4
1923,Estonia,Sri Lanka,4
1931,Estonia,Turkey,4
1859,Estonia,Bolivia,3
1868,Estonia,Costa Rica,3
1874,Estonia,Ecuador,3
1879,Estonia,Georgia,3
1892,Estonia,Kazakhstan,3
1893,Estonia,Kenya,3
1895,Estonia,Luxembourg,3
1904,Estonia,Pakistan,3
1916,Estonia,Serbia,3
1919,Estonia,Slovenia,3
1927,Estonia,Tanzania,3
1934,Estonia,Uganda,3
1938,Estonia,Vietnam,3
1863,Estonia,Cameroon,2
1871,Estonia,Czechia,2
1872,Estonia,Côte d'Ivoire,2
1915,Estonia,Scotland,2
1928,Estonia,Thailand,2
1936,Estonia,United Arab Emirates,2
1937,Estonia,Venezuela,2
1860,Estonia,Botswana,1
1875,Estonia,Egypt,1
1876,Estonia,Ethiopia,1
1882,Estonia,Hong Kong,1
1896,Estonia,MO,1
1900,Estonia,Morocco,1
1911,Estonia,Republic of Singapore,1
1929,Estonia,The Philippines,1
1930,Estonia,Tunisia,1
2001,Ethiopia,USA,18
2000,Ethiopia,UK,14
1949,Ethiopia,China,8
1961,Ethiopia,Germany,7
1960,Ethiopia,France,6
1992,Ethiopia,Spain,6
1944,Ethiopia,Belgium,5
1963,Ethiopia,India,5
1968,Ethiopia,Italy,5
1995,Ethiopia,Switzerland,5
1941,Ethiopia,Australia,4
1948,Ethiopia,Canada,4
1970,Ethiopia,Kenya,4
1975,Ethiopia,Nigeria,4
1989,Ethiopia,Singapore,4
1990,Ethiopia,South Africa,4
1994,Ethiopia,Sweden,4
1997,Ethiopia,Tanzania,4
2006,Ethiopia,the Netherlands,4
1946,Ethiopia,Brazil,3
1947,Ethiopia,Cameroon,3
1969,Ethiopia,Japan,3
2002,Ethiopia,Uganda,3
1940,Ethiopia,Argentina,2
1945,Ethiopia,Botswana,2
1954,Ethiopia,Democratic Republic of the Congo,2
1955,Ethiopia,Denmark,2
1957,Ethiopia,Egypt,2
1959,Ethiopia,Finland,2
1972,Ethiopia,Mali,2
1973,Ethiopia,Mexico,2
1974,Ethiopia,New Zealand,2
1976,Ethiopia,Norway,2
2005,Ethiopia,Vietnam,2
1942,Ethiopia,Austria,1
1943,Ethiopia,Bangladesh,1
1950,Ethiopia,Colombia,1
1951,Ethiopia,Costa Rica,1
1952,Ethiopia,Croatia,1
1953,Ethiopia,Czech Republic,1
1956,Ethiopia,Ecuador,1
1958,Ethiopia,Estonia,1
1962,Ethiopia,Greece,1
1964,Ethiopia,Indonesia,1
1965,Ethiopia,Iran,1
1966,Ethiopia,Ireland,1
1967,Ethiopia,Israel,1
1971,Ethiopia,Malaysia,1
1977,Ethiopia,Pakistan,1
1978,Ethiopia,Panama,1
1979,Ethiopia,Peru,1
1980,Ethiopia,Philippines,1
1981,Ethiopia,Poland,1
1982,Ethiopia,Portugal,1
1983,Ethiopia,Qatar,1
1984,Ethiopia,Romania,1
1985,Ethiopia,Russia,1
1986,Ethiopia,Rwanda,1
1987,Ethiopia,Saudi Arabia,1
1988,Ethiopia,Serbia,1
1991,Ethiopia,South Korea,1
1993,Ethiopia,Sri Lanka,1
1996,Ethiopia,Taiwan,1
1998,Ethiopia,The Philippines,1
1999,Ethiopia,Tunisia,1
2003,Ethiopia,Ukraine,1
2004,Ethiopia,United Arab Emirates,1
2093,Finland,USA,188
2092,Finland,UK,141
2036,Finland,Germany,133
2084,Finland,Sweden,92
2033,Finland,France,85
2085,Finland,Switzerland,81
2008,Finland,Australia,73
2017,Finland,Canada,72
2099,Finland,the Netherlands,72
2046,Finland,Italy,62
2082,Finland,Spain,61
2020,Finland,China,59
2009,Finland,Austria,52
2028,Finland,Denmark,51
2047,Finland,Japan,50
2011,Finland,Belgium,41
2059,Finland,Norway,40
2031,Finland,Estonia,34
2070,Finland,Russia,33
2024,Finland,Czech Republic,30
2044,Finland,Ireland,26
2065,Finland,Portugal,24
2037,Finland,Greece,23
2041,Finland,India,23
2045,Finland,Israel,23
2064,Finland,Poland,23
2077,Finland,Singapore,23
2040,Finland,Iceland,21
2081,Finland,South Korea,21
2057,Finland,New Zealand,19
2080,Finland,South Africa,19
2014,Finland,Brazil,18
2086,Finland,Taiwan,16
2039,Finland,Hungary,14
2054,Finland,Mexico,14
2019,Finland,Chile,13
2007,Finland,Argentina,12
2023,Finland,Croatia,12
2015,Finland,Bulgaria,11
2066,Finland,Qatar,9
2091,Finland,Turkey,9
2021,Finland,Colombia,8
2063,Finland,Philippines,8
2053,Finland,Malaysia,7
2069,Finland,Romania,7
2072,Finland,Saudi Arabia,7
2075,Finland,Serbia,7
2078,Finland,Slovakia,7
2038,Finland,Hong Kong,6
2058,Finland,Nigeria,6
2060,Finland,Pakistan,6
2062,Finland,Peru,6
2042,Finland,Indonesia,5
2043,Finland,Iran,5
2049,Finland,Kenya,5
2051,Finland,Luxembourg,5
2056,Finland,Morocco,5
2083,Finland,Sri Lanka,5
2095,Finland,Ukraine,5
2096,Finland,United Arab Emirates,5
2016,Finland,Cameroon,4
2022,Finland,Costa Rica,4
2050,Finland,Lithuania,4
2061,Finland,Panama,4
2079,Finland,Slovenia,4
2087,Finland,Tanzania,4
2094,Finland,Uganda,4
2097,Finland,Venezuela,4
2098,Finland,Vietnam,4
2010,Finland,Bangladesh,3
2012,Finland,Bolivia,3
2025,Finland,Czechia,3
2029,Finland,Ecuador,3
2048,Finland,Kazakhstan,3
2088,Finland,Thailand,3
2089,Finland,The Philippines,3
2026,Finland,Côte d'Ivoire,2
2027,Finland,Democratic Republic of the Congo,2
2030,Finland,Egypt,2
2032,Finland,Ethiopia,2
2055,Finland,Mongolia,2
2071,Finland,Rwanda,2
2073,Finland,Scotland,2
2090,Finland,Tunisia,2
2013,Finland,Botswana,1
2018,Finland,Center for Astrophysics,1
2034,Finland,France [],1
2035,Finland,Georgia,1
2052,Finland,MO,1
2067,Finland,ROC,1
2068,Finland,Republic of Singapore,1
2074,Finland,Senegal,1
2076,Finland,Sierra Leone,1
2194,France,USA,1015
2129,France,Germany,637
2191,France,UK,621
2183,France,Switzerland,349
2180,France,Spain,286
2109,France,Canada,278
2200,France,the Netherlands,275
2141,France,Italy,269
2112,France,China,250
2101,France,Australia,243
2104,France,Belgium,203
2182,France,Sweden,199
2142,France,Japan,196
2121,France,Denmark,161
2102,France,Austria,145
2140,France,Israel,93
2156,France,Norway,91
2168,France,Russia,91
2126,France,Finland,85
2139,France,Ireland,78
2162,France,Poland,75
2111,France,Chile,72
2117,France,Czech Republic,68
2163,France,Portugal,68
2179,France,South Korea,63
2154,France,New Zealand,60
2106,France,Brazil,59
2136,France,India,56
2178,France,South Africa,56
2175,France,Singapore,55
2184,France,Taiwan,52
2134,France,Hungary,48
2151,France,Mexico,42
2131,France,Greece,39
2100,France,Argentina,36
2124,France,Estonia,35
2189,France,Turkey,32
2135,France,Iceland,27
2114,France,Colombia,26
2170,France,Saudi Arabia,25
2197,France,United Arab Emirates,25
2116,France,Croatia,21
2167,France,Romania,20
2173,France,Serbia,20
2107,France,Bulgaria,18
2138,France,Iran,18
2137,France,Indonesia,17
2176,France,Slovakia,17
2148,France,Malaysia,16
2164,France,Qatar,16
2144,France,Kenya,15
2177,France,Slovenia,15
2186,France,Thailand,15
2127,France,France [],14
2153,France,Morocco,14
2196,France,Ukraine,14
2110,France,Center for Astrophysics,13
2123,France,Egypt,13
2108,France,Cameroon,12
2160,France,Peru,12
2122,France,Ecuador,11
2143,France,Kazakhstan,11
2145,France,Lithuania,11
2152,France,Mongolia,11
2115,France,Costa Rica,10
2133,France,Hong Kong,10
2155,France,Nigeria,10
2161,France,Philippines,10
2185,France,Tanzania,10
2198,France,Venezuela,10
2105,France,Bolivia,8
2118,France,Czechia,8
2146,France,Luxembourg,8
2159,France,Panama,8
2172,France,Senegal,8
2187,France,The Philippines,8
2103,France,Bangladesh,7
2120,France,Democratic Republic of the Congo,7
2188,France,Tunisia,7
2195,France,Uganda,7
2199,France,Vietnam,7
2125,France,Ethiopia,6
2128,France,Georgia,6
2181,France,Sri Lanka,6
2119,France,Côte d'Ivoire,5
2132,France,Guinea,5
2158,France,Pakistan,5
2130,France,Germany [],4
2169,France,Rwanda,4
2174,France,Sierra Leone,3
2192,France,UK [],3
2149,France,Mali,2
2171,France,Scotland,2
2190,France,U.K,2
2193,France,US,2
2113,France,China [],1
2147,France,MO,1
2150,France,Massachusetts  USA,1
2157,France,PR China,1
2165,France,ROC,1
2166,France,Republic of Singapore,1
2208,France [],France,14
2222,France [],USA,8
2220,France [],UK,6
2203,France [],Canada,5
2201,France [],Australia,3
2209,France [],Germany,3
2211,France [],Italy,3
2218,France [],Switzerland,3
2204,France [],China,2
2206,France [],Denmark,2
2221,France [],UK [],2
2202,France [],Belgium,1
2205,France [],China [],1
2207,France [],Finland,1
2210,France [],Iran,1
2212,France [],Japan,1
2213,France [],Norway,1
2214,France [],Poland,1
2215,France [],Russia,1
2216,France [],Singapore,1
2217,France [],Sweden,1
2219,France [],Turkey,1
2223,France [],the Netherlands,1
2240,Georgia,Germany,10
2275,Georgia,USA,10
2262,Georgia,Russia,9
2269,Georgia,Spain,9
2274,Georgia,UK,8
2235,Georgia,Denmark,6
2239,Georgia,France,6
2247,Georgia,Italy,6
2249,Georgia,Kazakhstan,6
2271,Georgia,Switzerland,5
2254,Georgia,Mongolia,4
2270,Georgia,Sweden,4
2237,Georgia,Estonia,3
2241,Georgia,Hungary,3
2245,Georgia,Iran,3
2248,Georgia,Japan,3
2257,Georgia,Norway,3
2263,Georgia,Saudi Arabia,3
2272,Georgia,Taiwan,3
2276,Georgia,Ukraine,3
2224,Georgia,Australia,2
2225,Georgia,Austria,2
2227,Georgia,Belgium,2
2229,Georgia,Bulgaria,2
2232,Georgia,Croatia,2
2250,Georgia,Lithuania,2
2253,Georgia,Mexico,2
2259,Georgia,Poland,2
2260,Georgia,Portugal,2
2264,Georgia,Serbia,2
2268,Georgia,South Korea,2
2226,Georgia,Bangladesh,1
2228,Georgia,Brazil,1
2230,Georgia,Canada,1
2231,Georgia,Chile,1
2233,Georgia,Czech Republic,1
2234,Georgia,Czechia,1
2236,Georgia,Egypt,1
2238,Georgia,Finland,1
2242,Georgia,Iceland,1
2243,Georgia,India,1
2244,Georgia,Indonesia,1
2246,Georgia,Ireland,1
2251,Georgia,Luxembourg,1
2252,Georgia,Malaysia,1
2255,Georgia,New Zealand,1
2256,Georgia,Nigeria,1
2258,Georgia,Pakistan,1
2261,Georgia,Romania,1
2265,Georgia,Singapore,1
2266,Georgia,Slovakia,1
2267,Georgia,South Africa,1
2273,Georgia,Turkey,1
2277,Georgia,Venezuela,1
2372,Germany,USA,1781
2369,Germany,UK,1006
2306,Germany,France,637
2362,Germany,Switzerland,550
2291,Germany,China,435
2378,Germany,the Netherlands,424
2359,Germany,Spain,398
2288,Germany,Canada,370
2279,Germany,Australia,358
2320,Germany,Italy,349
2361,Germany,Sweden,308
2321,Germany,Japan,307
2280,Germany,Austria,272
2300,Germany,Denmark,259
2282,Germany,Belgium,234
2319,Germany,Israel,153
2347,Germany,Russia,150
2305,Germany,Finland,133
2335,Germany,Norway,122
2354,Germany,Singapore,101
2318,Germany,Ireland,99
2341,Germany,Poland,95
2358,Germany,South Korea,91
2285,Germany,Brazil,84
2296,Germany,Czech Republic,84
2290,Germany,Chile,82
2342,Germany,Portugal,81
2315,Germany,India,73
2313,Germany,Hungary,72
2357,Germany,South Africa,72
2333,Germany,New Zealand,66
2310,Germany,Greece,59
2278,Germany,Argentina,58
2303,Germany,Estonia,54
2330,Germany,Mexico,54
2363,Germany,Taiwan,52
2368,Germany,Turkey,47
2349,Germany,Saudi Arabia,34
2314,Germany,Iceland,32
2295,Germany,Croatia,30
2286,Germany,Bulgaria,29
2293,Germany,Colombia,28
2327,Germany,Malaysia,21
2346,Germany,Romania,21
2375,Germany,United Arab Emirates,21
2309,Germany,Germany [],20
2289,Germany,Center for Astrophysics,19
2374,Germany,Ukraine,19
2317,Germany,Iran,18
2322,Germany,Kazakhstan,18
2352,Germany,Serbia,18
2339,Germany,Peru,17
2355,Germany,Slovakia,17
2356,Germany,Slovenia,17
2343,Germany,Qatar,16
2312,Germany,Hong Kong,15
2316,Germany,Indonesia,15
2323,Germany,Kenya,15
2325,Germany,Luxembourg,15
2340,Germany,Philippines,15
2301,Germany,Ecuador,14
2331,Germany,Mongolia,14
2364,Germany,Tanzania,13
2365,Germany,Thailand,13
2297,Germany,Czechia,12
2332,Germany,Morocco,12
2334,Germany,Nigeria,12
2377,Germany,Vietnam,12
2298,Germany,Côte d'Ivoire,10
2308,Germany,Georgia,10
2324,Germany,Lithuania,10
2338,Germany,Panama,10
2360,Germany,Sri Lanka,10
2287,Germany,Cameroon,9
2294,Germany,Costa Rica,9
2337,Germany,Pakistan,9
2376,Germany,Venezuela,9
2302,Germany,Egypt,8
2373,Germany,Uganda,8
2283,Germany,Bolivia,7
2304,Germany,Ethiopia,7
2351,Germany,Senegal,7
2281,Germany,Bangladesh,6
2311,Germany,Guinea,5
2366,Germany,The Philippines,5
2299,Germany,Democratic Republic of the Congo,4
2367,Germany,Tunisia,4
2292,Germany,China [],3
2307,Germany,France [],3
2348,Germany,Rwanda,3
2350,Germany,Scotland,3
2353,Germany,Sierra Leone,3
2328,Germany,Mali,2
2345,Germany,Republic of Singapore,2
2370,Germany,UK [],2
2284,Germany,Botswana,1
2326,Germany,MO,1
2329,Germany,Massachusetts  USA,1
2336,Germany,PR China,1
2344,Germany,ROC,1
2371,Germany,US,1
2386,Germany [],Germany,20
2399,Germany [],USA,12
2398,Germany [],UK,6
2381,Germany [],Canada,4
2385,Germany [],France,4
2390,Germany [],Japan,3
2396,Germany [],Switzerland,3
2400,Germany [],the Netherlands,3
2380,Germany [],Australia,2
2384,Germany [],Denmark,2
2391,Germany [],Poland,2
2392,Germany [],Russia,2
2394,Germany [],Spain,2
2395,Germany [],Sweden,2
2379,Germany [],Argentina,1
2382,Germany [],China,1
2383,Germany [],Czech Republic,1
2387,Germany [],Hungary,1
2388,Germany [],Iceland,1
2389,Germany [],Italy,1
2393,Germany [],South Africa,1
2397,Germany [],Turkey,1
2475,Greece,USA,64
2425,Greece,Germany,59
2473,Greece,UK,55
2481,Greece,the Netherlands,41
2424,Greece,France,39
2434,Greece,Italy,36
2464,Greece,Spain,36
2409,Greece,Canada,33
2402,Greece,Australia,29
2466,Greece,Sweden,29
2467,Greece,Switzerland,29
2412,Greece,China,27
2418,Greece,Denmark,27
2423,Greece,Finland,23
2435,Greece,Japan,23
2403,Greece,Austria,22
2421,Greece,Estonia,16
2428,Greece,Iceland,16
2444,Greece,Norway,16
2432,Greece,Ireland,15
2433,Greece,Israel,14
2449,Greece,Poland,14
2405,Greece,Belgium,13
2415,Greece,Croatia,12
2463,Greece,South Korea,11
2450,Greece,Portugal,10
2459,Greece,Singapore,10
2427,Greece,Hungary,9
2429,Greece,India,9
2468,Greece,Taiwan,9
2416,Greece,Czech Republic,8
2440,Greece,Mexico,8
2448,Greece,Philippines,8
2455,Greece,Russia,8
2472,Greece,Turkey,8
2407,Greece,Brazil,7
2458,Greece,Serbia,7
2462,Greece,South Africa,7
2411,Greece,Chile,6
2442,Greece,New Zealand,6
2454,Greece,Romania,6
2461,Greece,Slovenia,6
2413,Greece,Colombia,5
2445,Greece,Pakistan,5
2404,Greece,Bangladesh,4
2430,Greece,Indonesia,4
2451,Greece,Qatar,4
2465,Greece,Sri Lanka,4
2478,Greece,United Arab Emirates,4
2401,Greece,Argentina,3
2408,Greece,Bulgaria,3
2426,Greece,Hong Kong,3
2439,Greece,Malaysia,3
2443,Greece,Nigeria,3
2456,Greece,Saudi Arabia,3
2460,Greece,Slovakia,3
2471,Greece,Tunisia,3
2420,Greece,Egypt,2
2431,Greece,Iran,2
2437,Greece,Lithuania,2
2441,Greece,Morocco,2
2447,Greece,Peru,2
2469,Greece,Thailand,2
2470,Greece,The Philippines,2
2477,Greece,Ukraine,2
2480,Greece,Vietnam,2
2406,Greece,Botswana,1
2410,Greece,Center for Astrophysics,1
2414,Greece,Costa Rica,1
2417,Greece,Czechia,1
2419,Greece,Ecuador,1
2422,Greece,Ethiopia,1
2436,Greece,Kenya,1
2438,Greece,Luxembourg,1
2446,Greece,Panama,1
2452,Greece,ROC,1
2453,Greece,Republic of Singapore,1
2457,Greece,Scotland,1
2474,Greece,UK [],1
2476,Greece,Uganda,1
2479,Greece,Venezuela,1
2487,Guinea,France,5
2488,Guinea,Germany,5
2500,Guinea,USA,5
2483,Guinea,Belgium,4
2498,Guinea,Switzerland,4
2499,Guinea,UK,4
2493,Guinea,Senegal,3
2497,Guinea,Sweden,3
2482,Guinea,Australia,2
2490,Guinea,Italy,2
2491,Guinea,Nigeria,2
2496,Guinea,Spain,2
2484,Guinea,Canada,1
2485,Guinea,China,1
2486,Guinea,Egypt,1
2489,Guinea,Hungary,1
2492,Guinea,Norway,1
2494,Guinea,Sierra Leone,1
2495,Guinea,Slovenia,1
2501,Guinea,the Netherlands,1
2545,Hong Kong,USA,21
2544,Hong Kong,UK,17
2516,Hong Kong,Germany,15
2506,Hong Kong,Canada,11
2515,Hong Kong,France,10
2525,Hong Kong,Japan,10
2538,Hong Kong,Spain,10
2547,Hong Kong,the Netherlands,10
2508,Hong Kong,China,8
2502,Hong Kong,Australia,7
2524,Hong Kong,Italy,7
2514,Hong Kong,Finland,6
2540,Hong Kong,Switzerland,6
2503,Hong Kong,Austria,4
2511,Hong Kong,Czech Republic,4
2512,Hong Kong,Denmark,4
2536,Hong Kong,Singapore,4
2537,Hong Kong,South Korea,4
2507,Hong Kong,Chile,3
2517,Hong Kong,Greece,3
2523,Hong Kong,Israel,3
2530,Hong Kong,Norway,3
2531,Hong Kong,Poland,3
2535,Hong Kong,Russia,3
2541,Hong Kong,Taiwan,3
2504,Hong Kong,Belgium,2
2505,Hong Kong,Brazil,2
2518,Hong Kong,Hungary,2
2520,Hong Kong,India,2
2539,Hong Kong,Sweden,2
2543,Hong Kong,Turkey,2
2509,Hong Kong,China [],1
2510,Hong Kong,Costa Rica,1
2513,Hong Kong,Estonia,1
2519,Hong Kong,Iceland,1
2521,Hong Kong,Iran,1
2522,Hong Kong,Ireland,1
2526,Hong Kong,Luxembourg,1
2527,Hong Kong,Malaysia,1
2528,Hong Kong,Mexico,1
2529,Hong Kong,New Zealand,1
2532,Hong Kong,Portugal,1
2533,Hong Kong,Qatar,1
2534,Hong Kong,Republic of Singapore,1
2542,Hong Kong,Thailand,1
2546,Hong Kong,Vietnam,1
2624,Hungary,USA,81
2573,Hungary,Germany,72
2623,Hungary,UK,61
2614,Hungary,Spain,50
2571,Hungary,France,48
2550,Hungary,Austria,39
2584,Hungary,Italy,36
2616,Hungary,Sweden,36
2617,Hungary,Switzerland,35
2629,Hungary,the Netherlands,32
2556,Hungary,Canada,30
2600,Hungary,Poland,29
2605,Hungary,Russia,29
2563,Hungary,Czech Republic,28
2549,Hungary,Australia,25
2566,Hungary,Denmark,24
2559,Hungary,China,23
2585,Hungary,Japan,20
2601,Hungary,Portugal,20
2551,Hungary,Belgium,19
2596,Hungary,Norway,15
2570,Hungary,Finland,14
2582,Hungary,Ireland,14
2583,Hungary,Israel,14
2604,Hungary,Romania,12
2613,Hungary,South Korea,12
2622,Hungary,Turkey,12
2586,Hungary,Kazakhstan,11
2610,Hungary,Slovakia,11
2579,Hungary,India,10
2608,Hungary,Serbia,10
2611,Hungary,Slovenia,10
2553,Hungary,Brazil,9
2562,Hungary,Croatia,9
2575,Hungary,Greece,9
2548,Hungary,Argentina,8
2558,Hungary,Chile,8
2569,Hungary,Estonia,8
2591,Hungary,Mexico,8
2592,Hungary,Mongolia,8
2625,Hungary,Ukraine,8
2554,Hungary,Bulgaria,7
2588,Hungary,Lithuania,7
2564,Hungary,Czechia,6
2594,Hungary,New Zealand,6
2560,Hungary,Colombia,5
2581,Hungary,Iran,5
2609,Hungary,Singapore,5
2612,Hungary,South Africa,5
2618,Hungary,Taiwan,5
2561,Hungary,Costa Rica,4
2593,Hungary,Morocco,4
2621,Hungary,Tunisia,4
2572,Hungary,Georgia,3
2587,Hungary,Kenya,3
2589,Hungary,Luxembourg,3
2595,Hungary,Nigeria,3
2599,Hungary,Philippines,3
2607,Hungary,Saudi Arabia,3
2626,Hungary,United Arab Emirates,3
2568,Hungary,Egypt,2
2577,Hungary,Hong Kong,2
2580,Hungary,Indonesia,2
2598,Hungary,Peru,2
2620,Hungary,The Philippines,2
2627,Hungary,Venezuela,2
2628,Hungary,Vietnam,2
2552,Hungary,Bolivia,1
2555,Hungary,Cameroon,1
2557,Hungary,Center for Astrophysics,1
2565,Hungary,Côte d'Ivoire,1
2567,Hungary,Ecuador,1
2574,Hungary,Germany [],1
2576,Hungary,Guinea,1
2578,Hungary,Iceland,1
2590,Hungary,Malaysia,1
2597,Hungary,Pakistan,1
2602,Hungary,Qatar,1
2603,Hungary,Republic of Singapore,1
2606,Hungary,Rwanda,1
2615,Hungary,Sri Lanka,1
2619,Hungary,Tanzania,1
2696,Iceland,UK,46
2697,Iceland,USA,45
2691,Iceland,Sweden,37
2646,Iceland,Denmark,34
2652,Iceland,Germany,32
2700,Iceland,the Netherlands,29
2631,Iceland,Australia,27
2650,Iceland,France,27
2662,Iceland,Italy,27
2672,Iceland,Norway,27
2637,Iceland,Canada,24
2649,Iceland,Finland,21
2663,Iceland,Japan,21
2648,Iceland,Estonia,20
2692,Iceland,Switzerland,20
2639,Iceland,China,18
2689,Iceland,Spain,18
2632,Iceland,Austria,16
2654,Iceland,Greece,16
2660,Iceland,Ireland,15
2634,Iceland,Belgium,12
2688,Iceland,South Korea,11
2686,Iceland,Singapore,10
2693,Iceland,Taiwan,10
2682,Iceland,Russia,8
2642,Iceland,Croatia,7
2676,Iceland,Philippines,7
2677,Iceland,Poland,7
2643,Iceland,Czech Republic,6
2657,Iceland,India,6
2661,Iceland,Israel,6
2668,Iceland,Mexico,6
2687,Iceland,South Africa,6
2679,Iceland,Qatar,5
2684,Iceland,Saudi Arabia,5
2695,Iceland,Turkey,5
2635,Iceland,Brazil,4
2670,Iceland,New Zealand,4
2673,Iceland,Pakistan,3
2678,Iceland,Portugal,3
2690,Iceland,Sri Lanka,3
2630,Iceland,Argentina,2
2633,Iceland,Bangladesh,2
2638,Iceland,Chile,2
2666,Iceland,Lithuania,2
2671,Iceland,Nigeria,2
2674,Iceland,Panama,2
2636,Iceland,Bulgaria,1
2640,Iceland,Colombia,1
2641,Iceland,Costa Rica,1
2644,Iceland,Czechia,1
2645,Iceland,Democratic Republic of the Congo,1
2647,Iceland,Ecuador,1
2651,Iceland,Georgia,1
2653,Iceland,Germany [],1
2655,Iceland,Hong Kong,1
2656,Iceland,Hungary,1
2658,Iceland,Indonesia,1
2659,Iceland,Iran,1
2664,Iceland,Kazakhstan,1
2665,Iceland,Kenya,1
2667,Iceland,MO,1
2669,Iceland,Mongolia,1
2675,Iceland,Peru,1
2680,Iceland,Republic of Singapore,1
2681,Iceland,Romania,1
2683,Iceland,Rwanda,1
2685,Iceland,Scotland,1
2694,Iceland,Thailand,1
2698,Iceland,Ukraine,1
2699,Iceland,United Arab Emirates,1
2782,India,USA,147
2781,India,UK,96
2729,India,Germany,73
2711,India,Canada,68
2714,India,China,61
2702,India,Australia,57
2727,India,France,56
2771,India,Spain,52
2739,India,Japan,48
2774,India,Switzerland,48
2788,India,the Netherlands,47
2738,India,Italy,44
2708,India,Brazil,34
2773,India,Sweden,34
