,primary_country_target,primary_country_partner,Count
4572,Poland,Uganda,3
4575,Poland,Venezuela,3
4516,Poland,Georgia,2
4518,Poland,Germany [],2
4533,Poland,Luxembourg,2
4537,Poland,Morocco,2
4560,Poland,Sri Lanka,2
4564,Poland,Tanzania,2
4566,Poland,The Philippines,2
4495,Poland,Botswana,1
4512,Poland,Ethiopia,1
4515,Poland,France [],1
4531,Poland,Kenya,1
4547,Poland,Republic of Singapore,1
4550,Poland,Rwanda,1
4552,Poland,Scotland,1
4570,Poland,UK [],1
4661,Portugal,USA,115
4659,Portugal,UK,84
4607,Portugal,Germany,81
4605,Portugal,France,68
4652,Portugal,Switzerland,53
4649,Portugal,Spain,52
4651,Portugal,Sweden,41
4617,Portugal,Italy,40
4588,Portugal,Canada,37
4667,Portugal,the Netherlands,36
4580,Portugal,Austria,32
4579,Portugal,Australia,31
4582,Portugal,Belgium,31
4591,Portugal,China,26
4599,Portugal,Denmark,26
4618,Portugal,Japan,26
4639,Portugal,Russia,25
4604,Portugal,Finland,24
4595,Portugal,Czech Republic,22
4635,Portugal,Poland,21
4610,Portugal,Hungary,20
4585,Portugal,Brazil,18
4630,Portugal,Norway,17
4647,Portugal,South Africa,16
4612,Portugal,India,15
4616,Portugal,Israel,15
4590,Portugal,Chile,14
4615,Portugal,Ireland,14
4628,Portugal,New Zealand,14
4648,Portugal,South Korea,13
4658,Portugal,Turkey,13
4625,Portugal,Mexico,12
4602,Portugal,Estonia,11
4578,Portugal,Argentina,10
4608,Portugal,Greece,10
4643,Portugal,Serbia,10
4592,Portugal,Colombia,8
4594,Portugal,Croatia,8
4645,Portugal,Slovakia,8
4653,Portugal,Taiwan,8
4586,Portugal,Bulgaria,7
4641,Portugal,Saudi Arabia,7
4644,Portugal,Singapore,7
4646,Portugal,Slovenia,7
4600,Portugal,Ecuador,6
4638,Portugal,Romania,6
4657,Portugal,Tunisia,6
4663,Portugal,Ukraine,6
4593,Portugal,Costa Rica,5
4614,Portugal,Iran,5
4619,Portugal,Kazakhstan,5
4620,Portugal,Kenya,5
4629,Portugal,Nigeria,5
4597,Portugal,Côte d'Ivoire,4
4621,Portugal,Lithuania,4
4623,Portugal,Malaysia,4
4626,Portugal,Mongolia,4
4632,Portugal,Panama,4
4633,Portugal,Peru,4
4665,Portugal,Venezuela,4
4666,Portugal,Vietnam,4
4601,Portugal,Egypt,3
4611,Portugal,Iceland,3
4627,Portugal,Morocco,3
4634,Portugal,Philippines,3
4640,Portugal,Rwanda,3
4654,Portugal,Tanzania,3
4662,Portugal,Uganda,3
4664,Portugal,United Arab Emirates,3
4581,Portugal,Bangladesh,2
4583,Portugal,Bolivia,2
4587,Portugal,Cameroon,2
4596,Portugal,Czechia,2
4606,Portugal,Georgia,2
4613,Portugal,Indonesia,2
4624,Portugal,Mali,2
4631,Portugal,Pakistan,2
4642,Portugal,Senegal,2
4656,Portugal,The Philippines,2
4584,Portugal,Botswana,1
4589,Portugal,Center for Astrophysics,1
4598,Portugal,Democratic Republic of the Congo,1
4603,Portugal,Ethiopia,1
4609,Portugal,Hong Kong,1
4622,Portugal,Luxembourg,1
4636,Portugal,Qatar,1
4637,Portugal,Republic of Singapore,1
4650,Portugal,Sri Lanka,1
4655,Portugal,Thailand,1
4660,Portugal,US,1
4734,Qatar,USA,30
4676,Qatar,Canada,18
4688,Qatar,France,16
4689,Qatar,Germany,16
4669,Qatar,Australia,13
4699,Qatar,Italy,12
4733,Qatar,UK,12
4726,Qatar,Sweden,10
4727,Qatar,Switzerland,10
4739,Qatar,the Netherlands,10
4687,Qatar,Finland,9
4700,Qatar,Japan,9
4670,Qatar,Austria,7
4672,Qatar,Belgium,7
4682,Qatar,Denmark,7
4694,Qatar,India,7
4709,Qatar,Norway,7
4728,Qatar,Taiwan,7
4678,Qatar,China,6
4696,Qatar,Iran,6
4724,Qatar,Spain,6
4674,Qatar,Brazil,5
4693,Qatar,Iceland,5
4725,Qatar,Sri Lanka,5
4737,Qatar,United Arab Emirates,5
4679,Qatar,Colombia,4
4685,Qatar,Estonia,4
4690,Qatar,Greece,4
4707,Qatar,New Zealand,4
4710,Qatar,Pakistan,4
4719,Qatar,Saudi Arabia,4
4721,Qatar,Singapore,4
4722,Qatar,South Africa,4
4732,Qatar,Turkey,4
4668,Qatar,Argentina,3
4680,Qatar,Croatia,3
4695,Qatar,Indonesia,3
4702,Qatar,Kenya,3
4704,Qatar,Malaysia,3
4705,Qatar,Mexico,3
4713,Qatar,Philippines,3
4714,Qatar,Poland,3
4717,Qatar,Russia,3
4723,Qatar,South Korea,3
4730,Qatar,The Philippines,3
4671,Qatar,Bangladesh,2
4681,Qatar,Czech Republic,2
4684,Qatar,Egypt,2
4697,Qatar,Ireland,2
4712,Qatar,Peru,2
4716,Qatar,Romania,2
4729,Qatar,Tanzania,2
4738,Qatar,Vietnam,2
4673,Qatar,Botswana,1
4675,Qatar,Bulgaria,1
4677,Qatar,Chile,1
4683,Qatar,Ecuador,1
4686,Qatar,Ethiopia,1
4691,Qatar,Hong Kong,1
4692,Qatar,Hungary,1
4698,Qatar,Israel,1
4701,Qatar,Kazakhstan,1
4703,Qatar,Luxembourg,1
4706,Qatar,Morocco,1
4708,Qatar,Nigeria,1
4711,Qatar,Panama,1
4715,Qatar,Portugal,1
4718,Qatar,Rwanda,1
4720,Qatar,Serbia,1
4731,Qatar,Tunisia,1
4735,Qatar,Uganda,1
4736,Qatar,Ukraine,1
4757,ROC,USA,4
4743,ROC,China,2
4750,ROC,Japan,2
4740,ROC,Canada,1
4741,ROC,Center for Astrophysics,1
4742,ROC,Chile,1
4744,ROC,Denmark,1
4745,ROC,Finland,1
4746,ROC,France,1
4747,ROC,Germany,1
4748,ROC,Greece,1
4749,ROC,Italy,1
4751,ROC,Malaysia,1
4752,ROC,Mexico,1
4753,ROC,South Korea,1
4754,ROC,Spain,1
4755,ROC,Sweden,1
4756,ROC,UK,1
4758,ROC,the Netherlands,1
4765,Republic of Singapore,China,4
4794,Republic of Singapore,USA,3
4771,Republic of Singapore,Germany,2
4788,Republic of Singapore,Spain,2
4793,Republic of Singapore,UK,2
4759,Republic of Singapore,Australia,1
4760,Republic of Singapore,Austria,1
4761,Republic of Singapore,Belgium,1
4762,Republic of Singapore,Brazil,1
4763,Republic of Singapore,Bulgaria,1
4764,Republic of Singapore,Canada,1
4766,Republic of Singapore,Czech Republic,1
4767,Republic of Singapore,Denmark,1
4768,Republic of Singapore,Estonia,1
4769,Republic of Singapore,Finland,1
4770,Republic of Singapore,France,1
4772,Republic of Singapore,Greece,1
4773,Republic of Singapore,Hong Kong,1
4774,Republic of Singapore,Hungary,1
4775,Republic of Singapore,Iceland,1
4776,Republic of Singapore,Indonesia,1
4777,Republic of Singapore,Ireland,1
4778,Republic of Singapore,Israel,1
4779,Republic of Singapore,Italy,1
4780,Republic of Singapore,Japan,1
4781,Republic of Singapore,Lithuania,1
4782,Republic of Singapore,Norway,1
4783,Republic of Singapore,Poland,1
4784,Republic of Singapore,Portugal,1
4785,Republic of Singapore,Russia,1
4786,Republic of Singapore,Singapore,1
4787,Republic of Singapore,South Korea,1
4789,Republic of Singapore,Sweden,1
4790,Republic of Singapore,Switzerland,1
4791,Republic of Singapore,Taiwan,1
4792,Republic of Singapore,Turkey,1
4795,Republic of Singapore,the Netherlands,1
4872,Romania,USA,28
4871,Romania,UK,23
4823,Romania,Germany,21
4832,Romania,Italy,21
4821,Romania,France,20
4861,Romania,Spain,20
4806,Romania,Canada,17
4849,Romania,Poland,16
4808,Romania,China,15
4852,Romania,Russia,15
4798,Romania,Austria,13
4812,Romania,Czech Republic,13
4797,Romania,Australia,12
4825,Romania,Hungary,12
4855,Romania,Serbia,12
4878,Romania,the Netherlands,12
4864,Romania,Switzerland,11
4800,Romania,Belgium,10
4833,Romania,Japan,10
4844,Romania,Norway,8
4815,Romania,Denmark,7
4820,Romania,Finland,7
4830,Romania,Ireland,7
4863,Romania,Sweden,7
4803,Romania,Brazil,6
4811,Romania,Croatia,6
4818,Romania,Estonia,6
4824,Romania,Greece,6
4842,Romania,New Zealand,6
4850,Romania,Portugal,6
4860,Romania,South Korea,6
4865,Romania,Taiwan,6
4796,Romania,Argentina,5
4804,Romania,Bulgaria,5
4807,Romania,Chile,5
4809,Romania,Colombia,5
4827,Romania,India,5
4839,Romania,Mexico,5
4856,Romania,Singapore,5
4857,Romania,Slovakia,5
4874,Romania,Ukraine,5
4813,Romania,Czechia,4
4817,Romania,Egypt,4
4829,Romania,Iran,4
4834,Romania,Kazakhstan,4
4836,Romania,Lithuania,4
4847,Romania,Peru,4
4859,Romania,South Africa,4
4875,Romania,United Arab Emirates,4
4877,Romania,Vietnam,4
4816,Romania,Ecuador,3
4838,Romania,Malaysia,3
4846,Romania,Panama,3
4854,Romania,Saudi Arabia,3
4869,Romania,Tunisia,3
4870,Romania,Turkey,3
4873,Romania,Uganda,3
4801,Romania,Bolivia,2
4805,Romania,Cameroon,2
4810,Romania,Costa Rica,2
4814,Romania,Côte d'Ivoire,2
4831,Romania,Israel,2
4837,Romania,Luxembourg,2
4841,Romania,Morocco,2
4845,Romania,Pakistan,2
4851,Romania,Qatar,2
4858,Romania,Slovenia,2
4866,Romania,Tanzania,2
4868,Romania,The Philippines,2
4876,Romania,Venezuela,2
4799,Romania,Bangladesh,1
4802,Romania,Botswana,1
4819,Romania,Ethiopia,1
4822,Romania,Georgia,1
4826,Romania,Iceland,1
4828,Romania,Indonesia,1
4835,Romania,Kenya,1
4840,Romania,Mongolia,1
4843,Romania,Nigeria,1
4848,Romania,Philippines,1
4853,Romania,Rwanda,1
4862,Romania,Sri Lanka,1
4867,Romania,Thailand,1
4962,Russia,USA,172
4907,Russia,Germany,150
4960,Russia,UK,121
4904,Russia,France,91
4889,Russia,Canada,79
4918,Russia,Italy,74
4950,Russia,Spain,72
4952,Russia,Sweden,70
4953,Russia,Switzerland,61
4968,Russia,the Netherlands,61
4881,Russia,Austria,58
4891,Russia,China,58
4898,Russia,Denmark,51
4880,Russia,Australia,50
4919,Russia,Japan,50
4936,Russia,Poland,42
4931,Russia,Norway,38
4895,Russia,Czech Republic,35
4903,Russia,Finland,33
4883,Russia,Belgium,31
4911,Russia,Hungary,29
4916,Russia,Ireland,26
4937,Russia,Portugal,25
4917,Russia,Israel,21
4920,Russia,Kazakhstan,21
4948,Russia,South Africa,21
4901,Russia,Estonia,20
4913,Russia,India,20
4929,Russia,New Zealand,19
4886,Russia,Brazil,18
4890,Russia,Chile,17
4879,Russia,Argentina,16
4944,Russia,Serbia,16
4945,Russia,Singapore,16
4964,Russia,Ukraine,16
4940,Russia,Romania,15
4954,Russia,Taiwan,15
4959,Russia,Turkey,15
4926,Russia,Mexico,14
4887,Russia,Bulgaria,13
4894,Russia,Croatia,13
4949,Russia,South Korea,13
4927,Russia,Mongolia,12
4892,Russia,Colombia,11
4922,Russia,Lithuania,10
4946,Russia,Slovakia,10
4956,Russia,Thailand,10
4906,Russia,Georgia,9
4924,Russia,Malaysia,9
4942,Russia,Saudi Arabia,9
4909,Russia,Greece,8
4912,Russia,Iceland,8
4915,Russia,Iran,8
4896,Russia,Czechia,7
4934,Russia,Peru,7
4893,Russia,Costa Rica,6
4899,Russia,Ecuador,6
4914,Russia,Indonesia,6
4933,Russia,Panama,6
4965,Russia,United Arab Emirates,6
4923,Russia,Luxembourg,5
4928,Russia,Morocco,5
4967,Russia,Vietnam,5
4882,Russia,Bangladesh,4
4884,Russia,Bolivia,4
4921,Russia,Kenya,4
4951,Russia,Sri Lanka,4
4966,Russia,Venezuela,4
4888,Russia,Cameroon,3
4897,Russia,Côte d'Ivoire,3
4900,Russia,Egypt,3
4910,Russia,Hong Kong,3
4932,Russia,Pakistan,3
4935,Russia,Philippines,3
4938,Russia,Qatar,3
4955,Russia,Tanzania,3
4963,Russia,Uganda,3
4908,Russia,Germany [],2
4930,Russia,Nigeria,2
4943,Russia,Senegal,2
4947,Russia,Slovenia,2
4957,Russia,The Philippines,2
4958,Russia,Tunisia,2
4885,Russia,Botswana,1
4902,Russia,Ethiopia,1
4905,Russia,France [],1
4925,Russia,Massachusetts  USA,1
4939,Russia,Republic of Singapore,1
4941,Russia,Rwanda,1
4961,Russia,UK [],1
5023,Rwanda,USA,6
5022,Rwanda,UK,5
4969,Rwanda,Australia,4
4989,Rwanda,France,4
4972,Rwanda,Belgium,3
4973,Rwanda,Brazil,3
4978,Rwanda,China,3
4981,Rwanda,Czech Republic,3
4983,Rwanda,Democratic Republic of the Congo,3
4990,Rwanda,Germany,3
4993,Rwanda,India,3
4995,Rwanda,Italy,3
5008,Rwanda,Portugal,3
5014,Rwanda,South Africa,3
5016,Rwanda,Sweden,3
5017,Rwanda,Switzerland,3
5027,Rwanda,the Netherlands,3
4976,Rwanda,Canada,2
4988,Rwanda,Finland,2
4994,Rwanda,Ireland,2
4998,Rwanda,Kenya,2
5002,Rwanda,New Zealand,2
5012,Rwanda,Singapore,2
5015,Rwanda,Spain,2
5018,Rwanda,Taiwan,2
4970,Rwanda,Austria,1
4971,Rwanda,Bangladesh,1
4974,Rwanda,Bulgaria,1
4975,Rwanda,Cameroon,1
4977,Rwanda,Chile,1
4979,Rwanda,Colombia,1
4980,Rwanda,Costa Rica,1
4982,Rwanda,Côte d'Ivoire,1
4984,Rwanda,Denmark,1
4985,Rwanda,Ecuador,1
4986,Rwanda,Egypt,1
4987,Rwanda,Ethiopia,1
4991,Rwanda,Hungary,1
4992,Rwanda,Iceland,1
4996,Rwanda,Japan,1
4997,Rwanda,Kazakhstan,1
4999,Rwanda,Luxembourg,1
5000,Rwanda,Malaysia,1
5001,Rwanda,Mexico,1
5003,Rwanda,Nigeria,1
5004,Rwanda,Norway,1
5005,Rwanda,Peru,1
5006,Rwanda,Philippines,1
5007,Rwanda,Poland,1
5009,Rwanda,Qatar,1
5010,Rwanda,Romania,1
5011,Rwanda,Russia,1
5013,Rwanda,Slovenia,1
5019,Rwanda,Tanzania,1
5020,Rwanda,Tunisia,1
5021,Rwanda,Turkey,1
5024,Rwanda,Uganda,1
5025,Rwanda,United Arab Emirates,1
5026,Rwanda,Vietnam,1
5101,Saudi Arabia,USA,69
5100,Saudi Arabia,UK,45
5039,Saudi Arabia,China,42
5053,Saudi Arabia,Germany,34
5029,Saudi Arabia,Australia,28
5037,Saudi Arabia,Canada,28
5051,Saudi Arabia,France,25
5090,Saudi Arabia,Spain,21
5093,Saudi Arabia,Switzerland,21
5092,Saudi Arabia,Sweden,16
5062,Saudi Arabia,Italy,15
5063,Saudi Arabia,Japan,15
5107,Saudi Arabia,the Netherlands,15
5045,Saudi Arabia,Denmark,13
5086,Saudi Arabia,Singapore,12
5032,Saudi Arabia,Belgium,11
5035,Saudi Arabia,Brazil,11
5030,Saudi Arabia,Austria,9
5040,Saudi Arabia,Colombia,9
5059,Saudi Arabia,Iran,9
5061,Saudi Arabia,Israel,9
5072,Saudi Arabia,New Zealand,9
5083,Saudi Arabia,Russia,9
5088,Saudi Arabia,South Africa,9
5057,Saudi Arabia,India,8
5065,Saudi Arabia,Kenya,8
5104,Saudi Arabia,United Arab Emirates,8
5038,Saudi Arabia,Chile,7
5050,Saudi Arabia,Finland,7
5069,Saudi Arabia,Mexico,7
5080,Saudi Arabia,Portugal,7
5094,Saudi Arabia,Taiwan,7
5047,Saudi Arabia,Egypt,6
5048,Saudi Arabia,Estonia,6
5058,Saudi Arabia,Indonesia,6
5046,Saudi Arabia,Ecuador,5
5056,Saudi Arabia,Iceland,5
5068,Saudi Arabia,Malaysia,5
5074,Saudi Arabia,Norway,5
5079,Saudi Arabia,Poland,5
5089,Saudi Arabia,South Korea,5
5028,Saudi Arabia,Argentina,4
5041,Saudi Arabia,Croatia,4
5060,Saudi Arabia,Ireland,4
5070,Saudi Arabia,Mongolia,4
5081,Saudi Arabia,Qatar,4
5097,Saudi Arabia,The Philippines,4
5052,Saudi Arabia,Georgia,3
5054,Saudi Arabia,Greece,3
5055,Saudi Arabia,Hungary,3
5064,Saudi Arabia,Kazakhstan,3
5066,Saudi Arabia,Lithuania,3
5075,Saudi Arabia,Pakistan,3
5076,Saudi Arabia,Panama,3
5077,Saudi Arabia,Peru,3
5082,Saudi Arabia,Romania,3
5091,Saudi Arabia,Sri Lanka,3
5095,Saudi Arabia,Tanzania,3
5096,Saudi Arabia,Thailand,3
5099,Saudi Arabia,Turkey,3
5103,Saudi Arabia,Ukraine,3
5106,Saudi Arabia,Vietnam,3
5031,Saudi Arabia,Bangladesh,2
5042,Saudi Arabia,Czech Republic,2
5043,Saudi Arabia,Czechia,2
5071,Saudi Arabia,Morocco,2
5073,Saudi Arabia,Nigeria,2
5084,Saudi Arabia,Serbia,2
5098,Saudi Arabia,Tunisia,2
5102,Saudi Arabia,Uganda,2
5105,Saudi Arabia,Venezuela,2
5033,Saudi Arabia,Bolivia,1
5034,Saudi Arabia,Botswana,1
5036,Saudi Arabia,Cameroon,1
5044,Saudi Arabia,Democratic Republic of the Congo,1
5049,Saudi Arabia,Ethiopia,1
5067,Saudi Arabia,Luxembourg,1
5078,Saudi Arabia,Philippines,1
5085,Saudi Arabia,Sierra Leone,1
5087,Saudi Arabia,Slovakia,1
5133,Scotland,USA,7
5132,Scotland,UK,6
5111,Scotland,China,4
5131,Scotland,Switzerland,4
5117,Scotland,Germany,3
5108,Scotland,Australia,2
5110,Scotland,Canada,2
5112,Scotland,Croatia,2
5114,Scotland,Estonia,2
5115,Scotland,Finland,2
5116,Scotland,France,2
5123,Scotland,Italy,2
5129,Scotland,Spain,2
5134,Scotland,the Netherlands,2
5109,Scotland,Austria,1
5113,Scotland,Denmark,1
5118,Scotland,Greece,1
5119,Scotland,Iceland,1
5120,Scotland,India,1
5121,Scotland,Ireland,1
5122,Scotland,Israel,1
5124,Scotland,Japan,1
5125,Scotland,New Zealand,1
5126,Scotland,Nigeria,1
5127,Scotland,PR China,1
5128,Scotland,Poland,1
5130,Scotland,Sweden,1
5170,Senegal,USA,10
5147,Senegal,France,8
5148,Senegal,Germany,7
5169,Senegal,UK,6
5136,Senegal,Australia,4
5167,Senegal,Switzerland,4
5137,Senegal,Belgium,3
5140,Senegal,Canada,3
5144,Senegal,Denmark,3
5149,Senegal,Guinea,3
5138,Senegal,Brazil,2
5142,Senegal,China,2
5150,Senegal,India,2
5153,Senegal,Italy,2
5154,Senegal,Japan,2
5160,Senegal,Portugal,2
5161,Senegal,Russia,2
5163,Senegal,South Africa,2
5166,Senegal,Sweden,2
5135,Senegal,Argentina,1
5139,Senegal,Bulgaria,1
5141,Senegal,Chile,1
5143,Senegal,Côte d'Ivoire,1
5145,Senegal,Ecuador,1
5146,Senegal,Finland,1
5151,Senegal,Indonesia,1
5152,Senegal,Israel,1
5155,Senegal,Mali,1
5156,Senegal,Mexico,1
5157,Senegal,Morocco,1
5158,Senegal,New Zealand,1
5159,Senegal,Norway,1
5162,Senegal,Singapore,1
5164,Senegal,Spain,1
5165,Senegal,Sri Lanka,1
5168,Senegal,Taiwan,1
5171,Senegal,United Arab Emirates,1
5172,Senegal,Venezuela,1
5173,Senegal,the Netherlands,1
5245,Serbia,UK,26
5246,Serbia,USA,25
5209,Serbia,Italy,23
5199,Serbia,France,20
5235,Serbia,Spain,20
5201,Serbia,Germany,18
5176,Serbia,Austria,17
5184,Serbia,Canada,17
5224,Serbia,Poland,17
5228,Serbia,Russia,16
5210,Serbia,Japan,14
5190,Serbia,Czech Republic,13
5227,Serbia,Romania,12
5238,Serbia,Switzerland,12
5252,Serbia,the Netherlands,12
5186,Serbia,China,11
5203,Serbia,Hungary,10
5225,Serbia,Portugal,10
5237,Serbia,Sweden,10
5175,Serbia,Australia,9
5189,Serbia,Croatia,9
5207,Serbia,Ireland,9
5219,Serbia,Norway,9
5244,Serbia,Turkey,9
5178,Serbia,Belgium,8
5181,Serbia,Brazil,8
5193,Serbia,Denmark,8
5204,Serbia,India,8
5231,Serbia,Slovakia,8
5174,Serbia,Argentina,7
5198,Serbia,Finland,7
5202,Serbia,Greece,7
5182,Serbia,Bulgaria,6
5187,Serbia,Colombia,6
5206,Serbia,Iran,6
5208,Serbia,Israel,6
5215,Serbia,Mexico,6
5217,Serbia,New Zealand,6
5185,Serbia,Chile,5
5188,Serbia,Costa Rica,5
5230,Serbia,Singapore,5
5232,Serbia,Slovenia,5
5233,Serbia,South Africa,5
5234,Serbia,South Korea,5
5239,Serbia,Taiwan,5
5191,Serbia,Czechia,4
5194,Serbia,Ecuador,4
5214,Serbia,Malaysia,4
5221,Serbia,Panama,4
5248,Serbia,Ukraine,4
5179,Serbia,Bolivia,3
5183,Serbia,Cameroon,3
5192,Serbia,Côte d'Ivoire,3
5196,Serbia,Estonia,3
5211,Serbia,Kazakhstan,3
5216,Serbia,Morocco,3
5218,Serbia,Nigeria,3
5220,Serbia,Pakistan,3
5222,Serbia,Peru,3
5223,Serbia,Philippines,3
5241,Serbia,Thailand,3
5243,Serbia,Tunisia,3
5247,Serbia,Uganda,3
5250,Serbia,Venezuela,3
5251,Serbia,Vietnam,3
5177,Serbia,Bangladesh,2
5195,Serbia,Egypt,2
5200,Serbia,Georgia,2
5205,Serbia,Indonesia,2
5213,Serbia,Lithuania,2
5229,Serbia,Saudi Arabia,2
5236,Serbia,Sri Lanka,2
5240,Serbia,Tanzania,2
5242,Serbia,The Philippines,2
5249,Serbia,United Arab Emirates,2
5180,Serbia,Botswana,1
5197,Serbia,Ethiopia,1
5212,Serbia,Kenya,1
5226,Serbia,Qatar,1
5287,Sierra Leone,USA,10
5286,Sierra Leone,UK,7
5275,Sierra Leone,Nigeria,6
5256,Sierra Leone,Belgium,5
5254,Sierra Leone,Australia,4
5261,Sierra Leone,China,4
5291,Sierra Leone,the Netherlands,4
5260,Sierra Leone,Canada,3
5268,Sierra Leone,France,3
5269,Sierra Leone,Germany,3
5272,Sierra Leone,Italy,3
5259,Sierra Leone,Cameroon,2
5271,Sierra Leone,Indonesia,2
5274,Sierra Leone,Malaysia,2
5276,Sierra Leone,Norway,2
5280,Sierra Leone,Singapore,2
5283,Sierra Leone,Switzerland,2
5284,Sierra Leone,Tanzania,2
5288,Sierra Leone,Uganda,2
5253,Sierra Leone,Argentina,1
5255,Sierra Leone,Austria,1
5257,Sierra Leone,Bolivia,1
5258,Sierra Leone,Brazil,1
5262,Sierra Leone,Colombia,1
5263,Sierra Leone,Democratic Republic of the Congo,1
5264,Sierra Leone,Denmark,1
5265,Sierra Leone,Ecuador,1
5266,Sierra Leone,Egypt,1
5267,Sierra Leone,Finland,1
5270,Sierra Leone,Guinea,1
5273,Sierra Leone,Japan,1
5277,Sierra Leone,Panama,1
5278,Sierra Leone,Peru,1
5279,Sierra Leone,Saudi Arabia,1
5281,Sierra Leone,Spain,1
5282,Sierra Leone,Sweden,1
5285,Sierra Leone,Thailand,1
5289,Sierra Leone,Venezuela,1
5290,Sierra Leone,Vietnam,1
5374,Singapore,USA,197
5304,Singapore,China,135
5373,Singapore,UK,115
5321,Singapore,Germany,101
5332,Singapore,Japan,65
5293,Singapore,Australia,64
5318,Singapore,France,55
5366,Singapore,Switzerland,50
5302,Singapore,Canada,49
5331,Singapore,Italy,43
5363,Singapore,Spain,43
5380,Singapore,the Netherlands,40
5365,Singapore,Sweden,34
5312,Singapore,Denmark,27
5296,Singapore,Belgium,24
5326,Singapore,India,24
5362,Singapore,South Korea,24
5367,Singapore,Taiwan,24
5317,Singapore,Finland,23
5330,Singapore,Israel,23
5299,Singapore,Brazil,22
5344,Singapore,Norway,19
5294,Singapore,Austria,18
5354,Singapore,Russia,16
5329,Singapore,Ireland,15
5315,Singapore,Estonia,13
5339,Singapore,Mexico,13
5342,Singapore,New Zealand,13
5327,Singapore,Indonesia,12
5337,Singapore,Malaysia,12
5356,Singapore,Saudi Arabia,12
5349,Singapore,Poland,11
5361,Singapore,South Africa,11
5322,Singapore,Greece,10
5325,Singapore,Iceland,10
5348,Singapore,Philippines,10
5308,Singapore,Czech Republic,9
5292,Singapore,Argentina,8
5303,Singapore,Chile,8
5305,Singapore,Colombia,8
5372,Singapore,Turkey,8
5379,Singapore,Vietnam,8
5350,Singapore,Portugal,7
5364,Singapore,Sri Lanka,7
5369,Singapore,Thailand,7
5307,Singapore,Croatia,6
5343,Singapore,Nigeria,6
5345,Singapore,Pakistan,6
5300,Singapore,Bulgaria,5
5301,Singapore,Cameroon,5
5314,Singapore,Egypt,5
5324,Singapore,Hungary,5
5353,Singapore,Romania,5
5358,Singapore,Serbia,5
5295,Singapore,Bangladesh,4
5313,Singapore,Ecuador,4
5316,Singapore,Ethiopia,4
5323,Singapore,Hong Kong,4
5328,Singapore,Iran,4
5334,Singapore,Kenya,4
5346,Singapore,Panama,4
5351,Singapore,Qatar,4
5368,Singapore,Tanzania,4
5375,Singapore,Uganda,4
5335,Singapore,Lithuania,3
5341,Singapore,Morocco,3
5347,Singapore,Peru,3
5370,Singapore,The Philippines,3
5376,Singapore,Ukraine,3
5377,Singapore,United Arab Emirates,3
5378,Singapore,Venezuela,3
5297,Singapore,Bolivia,2
5306,Singapore,Costa Rica,2
5311,Singapore,Democratic Republic of the Congo,2
5333,Singapore,Kazakhstan,2
5340,Singapore,Mongolia,2
5355,Singapore,Rwanda,2
5359,Singapore,Sierra Leone,2
5371,Singapore,Tunisia,2
5298,Singapore,Botswana,1
5309,Singapore,Czechia,1
5310,Singapore,Côte d'Ivoire,1
5319,Singapore,France [],1
5320,Singapore,Georgia,1
5336,Singapore,Luxembourg,1
5338,Singapore,Massachusetts  USA,1
5352,Singapore,Republic of Singapore,1
5357,Singapore,Senegal,1
5360,Singapore,Slovakia,1
5402,Slovakia,France,17
5404,Slovakia,Germany,17
5443,Slovakia,UK,17
5444,Slovakia,USA,16
5383,Slovakia,Austria,14
5395,Slovakia,Czech Republic,14
5438,Slovakia,Switzerland,14
5411,Slovakia,Italy,13
5426,Slovakia,Poland,13
5436,Slovakia,Spain,13
5437,Slovakia,Sweden,12
5389,Slovakia,Canada,11
5398,Slovakia,Denmark,11
5406,Slovakia,Hungary,11
5421,Slovakia,Norway,11
5450,Slovakia,the Netherlands,11
5384,Slovakia,Belgium,10
5429,Slovakia,Russia,10
5427,Slovakia,Portugal,8
5431,Slovakia,Serbia,8
5442,Slovakia,Turkey,8
5382,Slovakia,Australia,7
5401,Slovakia,Finland,7
5391,Slovakia,China,6
5407,Slovakia,India,6
5412,Slovakia,Japan,6
5433,Slovakia,Slovenia,6
5386,Slovakia,Brazil,5
5390,Slovakia,Chile,5
5392,Slovakia,Colombia,5
5400,Slovakia,Estonia,5
5419,Slovakia,New Zealand,5
5428,Slovakia,Romania,5
5381,Slovakia,Argentina,4
5393,Slovakia,Costa Rica,4
5394,Slovakia,Croatia,4
5409,Slovakia,Ireland,4
5410,Slovakia,Israel,4
5413,Slovakia,Kazakhstan,4
5417,Slovakia,Mongolia,4
5405,Slovakia,Greece,3
5408,Slovakia,Iran,3
5416,Slovakia,Mexico,3
5435,Slovakia,South Korea,3
5446,Slovakia,Ukraine,3
5385,Slovakia,Bolivia,2
5387,Slovakia,Bulgaria,2
5388,Slovakia,Cameroon,2
5396,Slovakia,Czechia,2
5397,Slovakia,Côte d'Ivoire,2
5399,Slovakia,Ecuador,2
5415,Slovakia,Malaysia,2
5420,Slovakia,Nigeria,2
5423,Slovakia,Panama,2
5424,Slovakia,Peru,2
5425,Slovakia,Philippines,2
5434,Slovakia,South Africa,2
5439,Slovakia,Taiwan,2
5440,Slovakia,Tanzania,2
5445,Slovakia,Uganda,2
5448,Slovakia,Venezuela,2
5449,Slovakia,Vietnam,2
5403,Slovakia,Georgia,1
5414,Slovakia,Lithuania,1
5418,Slovakia,Morocco,1
5422,Slovakia,Pakistan,1
