Growth Rate of Per Capita GDP at constant 2020 prices in US Dollars (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CountryID,Country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
434,Libya,-8.4,5.6,-1.9,16.3,-1.6,16.1,2.8,-2.5,2.8,-4.9,-23.6,0.0,-2.3,-6.4,4.9,-14.0,-17.0,4.8,4.6,1.3,13.1,-4.7,-5.6,0.1,-3.9,0.5,3.6,-5.0,-0.7,0.7,-1.3,-1.4,12.7,4.2,10.0,4.4,4.1,-2.3,-6.4,2.9,-49.1,91.8,-19.6,-24.5,-2.4,-3.0,30.4,6.2,-12.5,-50.8,26.7,-13.2,8.9,0.9
438,Liechtenstein,-0.5,-0.2,-0.2,-0.1,-0.1,3.0,3.1,3.1,3.2,3.2,3.3,-3.1,-1.0,2.8,5.5,2.6,7.8,4.2,6.8,-3.7,4.0,-0.6,-0.9,1.1,0.5,3.1,8.7,5.5,9.0,2.0,-1.7,-1.9,-2.9,2.1,3.9,8.1,8.5,-3.3,-11.2,6.6,-4.8,0.2,4.0,2.3,-0.6,1.7,2.5,0.2,-0.4,-1.6,-0.1,2.1,1.4,0.4
440,Lithuania,,,,,,,,,,,,,,,,,,,,,-5.8,-21.2,-15.8,-9.1,4.1,5.8,9.1,8.2,-0.4,4.1,7.3,7.6,11.5,7.7,9.5,9.1,12.4,3.7,-13.9,2.6,8.7,5.8,5.1,4.7,3.8,4.0,6.1,5.9,5.0,0.0,6.4,1.7,-1.0,2.6
442,Luxembourg,1.9,5.3,7.3,3.6,-7.2,1.9,0.9,3.3,1.8,0.6,-0.8,1.0,2.9,6.1,2.6,9.5,3.3,7.6,8.8,4.1,7.2,0.5,2.8,2.4,0.0,0.0,4.1,5.4,6.7,5.4,1.8,2.2,1.4,2.8,0.9,4.3,6.4,-2.1,-5.0,1.9,-1.1,-0.7,0.8,0.2,-0.1,2.5,-0.9,-0.3,0.8,-2.2,5.3,-3.1,-1.7,-0.8
450,Madagascar,1.3,-4.1,-5.0,-1.8,-1.7,-6.0,-0.7,-5.5,6.5,-2.2,-11.3,-4.7,-2.1,-1.2,-1.7,-0.9,-1.7,0.5,1.1,0.1,-9.1,-1.8,-1.0,-3.1,-1.5,-1.1,0.4,0.6,1.4,1.5,2.8,-15.2,6.6,2.2,1.6,2.0,3.2,3.6,-6.8,-2.3,-1.3,0.2,-0.4,0.6,0.4,1.3,1.3,0.5,1.7,-9.5,2.1,1.6,1.7,1.7
454,Malawi,11.6,7.4,-0.3,4.6,2.6,3.2,1.1,4.7,-0.4,5.2,-14.2,-2.5,0.2,-0.1,0.8,-1.7,-5.6,-2.1,-0.7,0.7,4.5,-10.6,9.2,-10.6,9.2,7.5,1.7,-1.0,-1.1,-0.8,-7.1,0.2,3.1,2.7,0.5,1.9,6.6,4.6,5.2,3.8,7.0,1.4,8.5,8.5,5.5,4.9,7.5,1.6,3.0,-1.8,1.9,-1.6,-0.6,-0.8
458,Malaysia,20.0,6.8,9.1,5.8,-1.6,8.9,5.2,4.1,6.8,4.5,3.6,2.7,2.8,4.3,-4.3,-2.2,2.0,5.4,5.9,5.8,6.5,6.0,7.1,6.5,7.1,7.3,4.7,-9.6,3.6,6.3,-1.9,2.9,3.3,4.3,3.0,3.3,4.0,2.7,-3.5,5.4,3.5,3.7,2.9,4.2,3.3,2.6,4.0,3.1,2.8,-6.7,2.1,7.6,2.3,3.8
462,Maldives,2.0,-0.7,-1.4,2.7,-10.7,-2.4,8.0,11.6,7.8,15.4,8.7,-5.7,13.1,23.5,9.4,5.6,5.1,5.1,5.8,12.6,4.4,3.3,3.4,4.1,4.7,5.5,6.2,5.5,4.4,2.1,-5.5,5.5,11.9,4.1,-12.7,20.7,3.6,5.2,-11.3,3.1,4.8,-1.1,3.4,4.3,0.4,2.9,3.6,5.3,4.1,-34.8,33.8,12.1,4.6,3.1
466,Mali,0.9,4.1,-3.1,3.8,17.6,19.8,12.0,3.7,16.1,0.5,0.1,-10.4,-4.4,-4.9,10.9,-2.6,-2.5,8.9,1.7,-7.1,10.4,-7.0,2.2,3.3,-1.4,4.1,1.8,4.0,1.8,-3.6,12.4,-0.1,6.4,-1.8,-0.8,0.3,-1.5,0.3,2.1,2.2,-0.3,-3.9,0.3,3.2,3.0,2.7,2.1,1.6,1.9,-4.1,0.0,0.4,1.6,2.0
470,Malta,2.1,5.4,3.7,9.5,18.9,16.4,11.6,10.5,9.9,6.5,2.7,1.7,-1.2,0.4,2.0,3.2,3.2,7.5,7.2,5.3,5.3,3.7,3.5,4.8,5.5,3.0,4.4,4.3,3.9,5.9,-1.5,2.0,3.0,-0.2,2.3,1.8,4.6,4.0,-1.8,5.7,0.5,3.6,5.8,6.1,7.0,1.7,9.9,3.5,0.1,-6.1,12.0,1.9,9.6,5.7
584,Marshall Islands,-1.4,-1.6,30.7,12.1,-3.2,-2.9,-0.8,2.3,-1.1,-10.3,2.3,0.5,10.8,-0.3,-10.0,19.7,5.2,4.0,-4.5,0.3,-2.0,6.1,5.2,5.3,7.8,-10.6,-6.0,-1.6,-2.3,1.4,6.0,3.0,-1.9,-1.0,1.5,0.0,3.3,-7.6,3.7,5.4,0.0,-0.4,5.2,0.6,4.2,4.3,6.0,7.1,14.1,1.1,4.4,2.1,-0.9,6.5
478,Mauritania,-2.3,-2.8,-3.7,5.3,6.9,3.6,-3.2,-10.1,6.9,-2.1,1.0,-10.3,-0.4,-4.9,0.4,2.8,-0.6,-1.7,1.1,-3.5,-0.1,-1.7,4.4,1.3,-5.0,8.4,-6.2,0.1,0.9,-6.6,-3.2,-0.8,4.5,2.3,6.0,15.4,-4.5,-3.2,-3.0,-0.6,0.8,1.1,0.9,1.2,2.3,-1.7,3.1,1.7,0.1,-3.2,-2.1,3.7,3.7,3.3
480,Mauritius,2.8,6.5,10.3,6.6,-0.1,20.5,5.1,2.4,2.0,-11.5,4.2,4.0,-1.0,3.3,5.4,8.3,8.8,5.5,3.4,5.9,2.8,4.8,3.7,3.0,3.2,4.0,4.7,5.1,1.7,7.2,2.6,1.0,5.2,3.7,1.2,4.3,5.2,5.0,3.0,4.1,3.8,3.3,4.6,3.7,3.7,3.9,4.0,4.2,3.1,-14.3,3.7,9.0,5.2,4.9
484,Mexico,1.0,5.2,5.2,3.1,2.6,1.4,0.7,5.4,6.4,5.7,6.3,-2.9,-6.3,1.4,0.7,-5.7,-0.2,-0.7,2.2,3.1,2.2,1.7,1.4,2.5,-7.6,4.4,5.4,4.5,1.1,3.4,-1.9,-1.7,-0.2,2.2,0.7,3.4,0.7,-0.5,-7.7,3.5,2.0,2.2,-0.4,1.3,1.6,0.8,0.9,1.0,-1.3,-9.1,5.3,2.9,2.2,0.5
583,Micronesia (FS of),-0.6,-1.6,30.4,12.2,-2.4,-2.0,0.0,2.7,-1.0,-10.0,6.4,-5.5,-1.0,-6.7,13.3,5.0,-0.8,3.4,-1.1,2.1,4.0,2.0,4.5,-0.6,3.2,-3.5,-6.4,2.7,1.1,4.3,1.4,0.5,2.0,-2.5,2.5,0.3,-1.0,-1.6,2.0,2.7,3.0,-2.0,-3.9,-2.6,4.3,0.6,2.3,-0.2,1.2,-2.2,2.4,-3.3,0.0,0.2
492,Monaco,3.8,3.3,5.5,3.6,-2.0,2.8,2.0,2.7,2.4,0.7,0.4,1.5,-0.2,0.1,0.3,1.1,1.3,3.6,3.3,2.0,0.2,0.7,-1.4,1.6,1.4,0.7,1.6,2.9,3.0,3.8,2.0,1.2,1.0,3.0,2.0,6.3,15.2,0.6,-13.3,-0.4,4.6,-1.2,7.3,5.2,3.1,1.6,-4.2,4.4,7.2,-13.1,20.7,10.1,5.4,9.7
496,Mongolia,1.9,0.8,5.9,1.3,3.5,0.9,4.8,4.6,1.7,3.9,5.8,5.8,3.3,3.4,3.1,6.7,0.9,2.4,1.8,-4.3,-10.3,-10.7,-4.6,0.7,5.0,1.0,2.8,2.3,2.2,0.3,2.0,3.8,6.1,9.7,6.4,7.7,9.3,7.8,-2.4,4.9,15.4,10.3,9.4,5.6,-0.9,-0.7,3.5,5.6,3.5,-6.3,0.1,3.6,6.0,3.5
499,Montenegro,,,,,,,,,,,,,,,,,,,,,-11.2,-23.8,-36.7,1.2,14.0,27.3,6.4,4.5,-8.3,14.5,1.1,1.9,2.5,4.4,4.1,8.6,7.2,7.0,-5.9,2.8,3.3,-2.6,3.4,2.7,3.1,4.1,3.9,5.5,5.1,-14.5,13.8,5.8,3.3,2.4
500,Montserrat,2.3,1.6,2.6,3.7,4.5,-1.4,-1.4,8.1,10.1,9.4,4.9,5.9,-5.4,3.8,6.5,3.1,4.1,9.7,3.9,7.8,-4.9,4.7,3.2,12.9,-2.1,-19.1,-13.8,-7.7,4.3,11.1,9.5,6.7,0.1,2.9,4.0,-3.7,0.4,3.5,-2.2,-6.7,3.1,4.0,-4.6,2.8,7.3,1.0,0.3,6.6,-0.2,-1.0,5.7,5.7,0.9,4.4
504,Morocco,1.4,1.3,1.0,3.0,4.9,8.1,3.5,-0.3,2.2,1.5,-5.3,6.8,-3.1,1.8,3.8,5.8,-4.4,8.4,0.6,2.0,5.1,-5.6,-2.6,8.7,-8.0,10.5,-3.7,6.1,-0.9,0.2,6.1,2.0,5.0,3.5,1.6,6.3,1.3,5.7,8.7,3.7,6.0,2.1,4.8,3.9,3.1,-0.7,3.8,1.9,1.8,-8.1,7.1,0.8,2.6,2.8
508,Mozambique,4.9,2.0,1.6,3.0,-1.2,2.1,-3.7,-2.7,-0.8,1.4,-0.7,-5.9,-15.0,1.0,-10.5,-0.2,5.6,6.0,6.9,0.7,4.1,-9.4,7.5,-0.5,-3.8,7.1,8.8,7.9,9.3,-1.4,10.4,7.2,4.8,5.8,3.9,7.4,5.1,4.3,3.2,3.9,4.2,4.9,3.5,4.6,4.3,1.7,-0.4,0.4,-0.6,-4.1,-0.6,1.3,2.4,-0.8
104,Myanmar,1.0,-1.8,-0.6,1.0,2.1,3.5,3.2,4.2,2.7,5.9,4.3,3.5,2.3,2.8,0.8,-2.9,-5.7,-12.8,2.1,1.3,-2.1,8.2,4.6,6.1,5.6,5.1,4.3,3.7,9.6,12.5,10.2,10.9,12.8,12.6,12.7,12.3,11.2,9.6,9.9,9.3,4.7,6.4,7.5,7.1,6.1,3.3,4.5,3.5,4.2,-2.1,1.6,2.7,2.8,-1.8
516,Namibia,2.2,-1.0,0.9,3.9,-0.9,-1.4,-2.6,1.1,2.1,5.1,-0.2,-2.2,-4.4,-2.9,-2.4,1.6,0.3,-2.7,-4.4,-3.9,4.6,3.8,-4.7,-1.4,0.9,0.4,1.6,0.7,0.8,1.1,-0.9,3.0,2.7,10.8,1.3,5.7,4.0,1.2,-1.2,4.4,3.3,2.7,2.9,3.4,1.5,-2.6,-3.7,-1.7,-3.6,-10.7,0.6,2.5,1.9,1.4
520,Nauru,2.1,2.1,2.1,2.1,2.0,-3.9,-4.2,-4.6,-5.0,-5.1,-5.2,-5.2,-4.9,-4.7,-4.8,-4.9,-5.0,-5.1,-5.1,-5.2,-20.9,-17.7,-16.8,-4.2,-8.2,-12.0,-9.1,-11.8,-6.5,-6.7,-6.4,-9.5,0.5,-4.3,-12.0,-19.6,0.5,95.8,-18.2,8.4,12.9,9.8,7.5,33.7,0.8,2.5,-7.5,-2.5,7.5,1.5,6.6,2.1,0.0,1.1
524,Nepal,-3.3,0.9,-2.6,4.0,-0.8,2.1,0.7,2.0,0.0,-4.6,5.8,1.4,-5.3,7.1,3.8,2.3,-0.4,5.5,2.0,2.1,3.6,1.2,1.0,5.5,1.0,3.0,3.1,0.9,2.6,4.3,3.9,-0.1,3.9,4.8,3.7,3.7,3.9,6.7,5.2,5.6,4.1,4.4,3.3,5.7,3.4,0.0,8.8,7.4,5.4,-4.2,3.0,4.8,2.1,3.8
528,Netherlands,3.1,1.5,4.9,3.4,-0.8,4.0,1.3,1.7,1.3,2.4,-1.5,-1.7,1.6,2.6,2.0,2.2,1.2,2.7,3.8,3.4,1.6,0.9,0.5,2.3,2.6,2.9,3.7,4.0,4.3,3.5,1.5,-0.4,-0.4,1.7,1.8,3.4,3.6,1.7,-4.2,0.8,1.3,-1.4,-0.3,1.2,1.7,1.8,2.1,1.6,1.6,-4.4,5.7,4.0,-1.6,0.3
540,New Caledonia,2.2,-1.3,-15.2,7.7,1.8,-1.0,0.1,8.5,-14.6,-1.5,-8.0,1.4,-3.3,0.1,2.8,-2.6,3.9,32.3,8.7,1.0,2.1,-2.1,-2.0,0.1,3.4,-1.8,-0.2,-5.2,2.3,0.4,-0.1,0.5,2.8,2.1,2.1,4.3,2.9,-0.6,1.0,5.2,2.5,-0.1,0.0,0.2,0.1,-0.3,1.6,0.4,-1.4,-2.6,-2.5,2.9,1.8,-14.3
554,New Zealand,2.2,3.2,5.6,3.8,-3.4,-0.1,-4.3,0.3,2.2,1.1,4.2,0.1,2.4,3.8,1.0,-4.0,1.3,1.6,-0.1,-1.2,-4.0,-0.2,5.2,4.4,2.4,1.9,1.9,0.3,4.5,1.7,3.0,3.5,2.8,1.7,1.9,1.1,2.7,-2.3,1.0,-0.1,1.7,2.0,0.9,2.1,2.2,1.7,2.2,2.0,0.6,-1.4,3.8,3.4,0.5,-1.5
558,Nicaragua,1.7,0.2,2.1,9.3,-0.9,1.9,3.1,-9.8,-28.4,1.8,2.4,-3.5,1.9,-4.0,-6.3,-3.3,-3.0,-14.4,-4.0,-2.4,-2.5,-1.9,-2.6,1.2,3.8,4.4,2.2,2.1,5.5,2.7,1.6,-0.5,1.3,4.1,2.9,2.7,3.6,2.0,-4.7,2.9,4.8,5.0,3.5,3.4,3.4,3.2,3.2,-4.6,-4.1,-3.5,9.1,2.2,3.0,2.2
562,Niger,2.9,-7.7,-19.2,5.9,-5.4,-2.0,4.8,10.3,4.0,-5.1,-2.4,-1.4,-7.5,-19.2,4.6,-4.7,-4.3,2.9,-3.7,-3.8,-2.7,-2.9,-2.2,-0.6,-0.1,1.6,-2.8,9.0,-2.4,-5.9,3.8,1.6,-0.2,-4.3,3.6,1.3,-5.3,6.1,-3.1,4.7,-0.4,8.2,1.2,3.4,0.9,0.2,2.1,4.0,2.0,1.1,-2.2,8.5,-1.2,5.0
566,Nigeria,11.6,4.6,3.5,7.9,-2.1,4.1,5.1,-5.8,-5.7,-0.9,-3.9,-9.6,-13.2,-3.6,3.0,-2.6,0.5,4.5,-0.8,8.8,-2.3,1.9,-4.6,-4.4,-2.7,1.5,0.3,-0.1,-2.0,2.2,3.1,12.2,4.4,6.3,3.5,3.2,3.7,3.8,5.1,6.7,5.9,5.4,6.5,7.6,4.0,-0.3,2.2,3.5,3.9,-8.3,-1.0,2.2,1.2,1.9
807,North Macedonia,,,,,,,,,,,,,,,,,,,,,-2.8,-7.1,0.0,-1.1,-1.4,0.5,0.8,2.8,3.8,4.1,-3.5,1.1,1.9,4.4,4.6,5.2,6.8,6.0,0.1,3.8,2.9,0.2,3.6,4.4,4.8,3.9,2.1,4.0,5.1,-3.4,5.7,3.4,3.0,3.5
578,Norway,4.9,4.5,3.8,3.3,4.4,5.3,3.7,3.5,4.0,4.2,1.2,-0.1,3.6,5.8,5.2,3.7,1.3,-0.8,0.6,1.6,2.6,3.0,2.2,4.5,3.6,4.5,4.7,2.1,1.4,2.6,1.6,0.8,0.4,3.4,2.0,1.6,1.9,-0.8,-3.2,-0.5,-0.2,1.4,-0.2,0.9,0.8,0.3,1.7,0.2,0.4,-1.9,3.4,2.3,-1.1,1.0
512,Oman,-1.7,6.2,-16.4,23.8,23.3,10.9,12.1,11.8,-1.1,0.5,11.2,5.6,6.8,7.9,7.8,-4.2,-9.6,-0.6,-2.4,3.0,1.0,3.7,1.8,3.6,5.8,4.0,7.4,2.3,-1.1,4.8,3.3,-1.9,-3.3,0.3,0.5,2.4,2.7,6.6,3.7,-0.2,-7.8,-5.6,-2.6,-3.0,0.4,0.1,-2.9,0.0,-1.0,-1.9,3.1,2.7,-5.0,-2.8
586,Pakistan,-1.2,-1.3,3.5,2.3,0.2,1.5,0.6,4.6,1.2,4.3,2.6,2.6,3.1,1.8,4.2,2.0,2.9,4.1,1.6,1.0,1.6,4.7,-1.0,0.8,2.0,6.5,2.6,4.3,5.4,6.0,0.8,0.1,2.9,5.2,4.7,3.6,1.7,-0.6,0.9,-1.0,0.4,1.1,2.7,2.6,2.8,5.2,3.0,4.4,0.8,-3.0,4.5,3.0,-1.6,1.7
585,Palau,-3.2,-3.2,-2.7,-1.0,0.3,0.4,2.0,0.2,0.5,0.2,-1.4,-2.7,-0.5,2.0,2.7,2.9,3.2,3.2,3.3,3.3,2.5,0.0,-14.4,4.8,13.7,7.6,1.6,-0.2,-5.5,-8.1,1.1,4.0,-0.6,0.0,2.1,0.7,2.5,-4.0,-4.4,2.1,6.6,3.3,-0.7,4.0,8.5,0.6,-3.5,0.1,0.5,-6.0,-11.9,-0.3,1.4,12.2
591,Panama,6.6,1.8,2.6,-0.3,-1.0,-0.9,-1.4,7.2,2.0,12.5,6.4,1.4,-3.8,-0.2,2.7,2.1,0.8,-12.1,-0.6,5.8,7.1,6.0,3.3,0.8,-0.3,0.8,4.3,5.2,1.9,0.7,-1.4,0.3,2.2,5.5,5.2,6.5,10.1,8.2,-0.2,4.3,9.7,8.2,5.4,3.6,4.3,3.5,4.1,2.3,1.5,-18.9,15.1,9.4,6.0,1.6
598,Papua New Guinea,1.5,3.1,-0.2,-0.1,-2.6,-5.1,-6.6,6.3,-0.3,-4.3,-2.3,-1.2,1.3,-3.1,1.4,3.4,0.6,0.7,-3.6,-5.5,6.1,9.9,14.0,2.2,-6.7,2.9,-9.6,1.1,-1.6,-5.8,-3.4,-1.4,1.0,-2.7,0.6,-0.9,4.5,-3.3,3.6,6.9,-1.8,1.8,1.1,10.6,3.9,2.9,1.1,-2.6,2.1,-5.2,-2.5,3.7,1.9,2.3
600,Paraguay,3.3,4.3,4.9,5.8,4.6,4.6,8.2,8.6,8.6,8.5,5.8,-3.7,-5.7,0.2,1.1,-2.8,1.4,3.4,2.9,0.3,-0.2,-0.8,1.5,0.6,2.9,-1.9,0.7,-1.6,-3.5,-5.2,0.3,13.4,3.0,2.9,1.0,3.7,4.4,5.5,-1.3,9.8,2.9,-2.1,6.7,3.8,1.5,2.8,3.3,1.8,-1.7,-2.2,2.7,-1.2,4.0,3.4
604,Peru,2.0,0.8,3.6,6.7,1.7,-1.0,-2.1,-5.0,1.5,3.3,3.0,-2.7,-12.6,1.1,-0.4,6.9,7.2,-11.5,-14.3,-7.1,0.1,-2.5,3.1,10.1,5.3,0.9,4.5,-2.2,-0.2,1.1,-0.7,4.2,3.1,3.9,5.3,6.7,7.7,8.4,0.5,7.6,5.5,5.3,4.9,1.4,2.1,2.6,1.0,2.1,0.5,-12.0,12.3,1.8,-1.5,2.2
608,Philippines,2.9,3.0,6.4,1.2,3.1,6.1,2.8,2.4,2.8,2.5,0.8,0.9,-1.0,-9.7,-9.4,0.9,1.6,3.9,3.5,0.5,-2.8,-1.9,-0.2,2.1,2.4,3.4,2.7,-3.0,0.7,1.9,0.8,1.6,3.0,4.5,3.0,3.6,4.7,2.5,-0.4,5.2,1.8,4.8,4.8,4.6,4.8,5.7,5.6,5.0,4.8,-10.5,4.8,6.8,4.7,4.8
616,Poland,6.7,3.8,3.3,6.1,4.9,6.9,6.1,4.5,2.9,-6.9,-10.8,-5.6,4.6,4.7,2.8,3.5,1.4,3.7,-0.2,-1.8,-7.3,2.3,3.6,5.2,6.9,6.1,6.4,4.7,4.8,4.7,1.3,1.9,3.6,5.2,3.4,6.4,6.9,4.5,2.6,2.9,4.9,1.4,0.7,3.9,4.4,3.0,5.2,6.3,4.6,-1.9,7.3,4.3,-0.7,3.5
620,Portugal,6.4,6.4,9.7,-0.2,-5.6,5.4,4.2,1.5,4.5,3.5,0.9,1.6,-0.6,-2.2,2.6,4.0,6.3,7.5,6.5,4.1,4.6,1.2,-2.2,0.7,3.9,3.1,4.0,4.3,3.3,3.1,1.2,0.2,-1.3,1.5,0.6,1.4,2.3,0.2,-3.2,1.7,-1.5,-3.7,-0.5,1.2,1.9,2.2,3.5,3.0,2.6,-8.4,5.4,6.7,3.0,2.2
630,Puerto Rico,4.7,5.6,4.2,-1.6,-4.1,3.6,4.8,4.9,4.4,0.0,-0.3,-4.2,-0.6,6.2,1.1,7.2,4.0,5.7,4.1,2.9,1.4,3.6,3.8,3.4,3.8,1.6,4.2,4.8,4.7,2.9,6.2,1.0,0.2,3.2,-1.7,-1.1,-0.8,-1.5,-1.6,0.1,0.5,1.1,0.8,0.0,0.2,0.0,0.1,-2.0,1.7,-3.8,1.1,3.3,0.5,3.2
634,Qatar,-2.6,-0.4,0.3,-3.3,-2.7,0.1,-14.0,1.4,-1.6,-7.2,-5.2,-12.3,-7.2,-0.8,-7.0,0.8,-3.6,2.2,2.6,0.0,-4.8,7.8,-4.4,-1.6,-0.6,1.5,24.9,5.5,-1.2,2.6,-1.1,2.2,-0.9,14.8,0.7,7.1,-5.0,-0.3,0.7,8.3,6.7,-0.6,-1.0,-3.5,-4.3,-3.8,-5.4,-0.8,-0.6,-3.7,1.2,1.4,-1.4,0.0
410,Republic of Korea,8.3,5.1,12.7,7.6,6.2,11.7,11.0,9.8,7.5,-2.6,5.9,6.6,11.6,9.0,6.5,10.0,11.3,10.6,5.7,8.6,10.0,5.8,6.4,8.8,9.2,7.4,5.6,-5.5,11.0,8.6,4.1,7.2,2.6,4.8,4.0,4.9,5.5,2.6,0.4,6.5,2.9,1.6,2.3,2.3,2.0,2.5,3.1,2.9,2.1,-0.9,4.6,2.9,1.6,2.1
498,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,-17.6,-29.0,-1.0,-30.7,-0.9,-5.3,2.4,-5.7,-2.5,3.2,7.3,9.0,7.9,8.7,9.1,6.6,4.9,9.9,-4.1,9.3,8.0,1.5,11.4,7.1,1.0,6.2,5.6,5.4,4.9,-7.0,15.6,-5.2,0.3,1.2
642,Romania,11.4,9.2,9.1,11.1,9.1,9.9,7.4,6.5,5.6,3.6,-0.4,3.5,5.6,5.6,-0.4,2.0,0.5,-0.8,-6.1,-5.8,-12.9,-8.6,1.8,4.3,7.6,4.4,-4.3,-1.5,0.2,3.0,5.8,6.4,3.2,11.4,5.6,8.9,8.1,10.1,-4.9,-3.2,5.3,2.5,0.8,4.6,3.7,3.3,8.7,6.6,4.4,-3.1,6.3,4.4,2.7,1.4
643,Russian Federation,,,,,,,,,,,,,,,,,,,,,-5.3,-14.2,-8.2,-12.7,-4.2,-3.5,1.5,-5.2,6.6,10.4,5.5,4.9,7.4,7.6,6.8,8.5,8.7,5.3,-7.9,4.5,3.9,3.8,1.5,-0.1,-2.2,-0.1,1.5,2.6,2.1,-2.5,6.3,-1.3,4.2,4.8
646,Rwanda,-1.7,-2.6,0.5,-2.1,-4.9,16.0,2.1,6.6,6.1,5.6,2.1,-1.5,2.5,-7.4,0.9,1.1,-3.1,-3.1,0.1,-4.9,-5.6,4.5,-12.0,-39.9,59.8,1.4,3.2,9.4,10.2,7.5,7.5,11.7,0.0,4.6,6.5,6.3,4.8,8.3,3.5,4.7,5.3,6.1,2.2,3.1,6.3,3.2,2.3,5.6,6.8,-4.9,6.1,7.4,6.2,4.9
659,Saint Kitts and Nevis,7.4,5.2,4.4,5.9,2.9,6.4,6.6,4.2,8.1,8.9,1.9,0.9,1.7,9.4,9.2,11.5,7.2,10.0,6.3,5.7,-1.7,3.4,5.4,4.0,4.0,4.5,5.5,-1.8,1.8,12.0,3.9,1.0,-4.0,3.7,9.9,3.3,0.5,6.1,-3.6,0.1,1.5,-1.0,5.6,7.5,0.7,4.0,0.3,2.1,3.1,-15.2,0.6,10.6,2.9,0.1
662,Saint Lucia,3.7,1.2,0.0,4.2,2.8,16.9,7.6,6.0,1.2,-7.0,1.0,1.3,3.9,5.2,5.8,15.0,1.2,12.7,6.2,1.9,-0.6,5.7,-1.2,0.2,-0.4,5.4,-1.7,4.9,1.0,-1.6,-4.4,-0.5,3.4,6.4,-1.1,5.4,1.2,4.3,-2.2,-0.2,3.8,-0.6,-2.4,0.9,-0.3,3.0,3.0,2.5,-1.1,-24.0,11.1,20.4,3.0,4.4
882,Samoa,11.8,0.2,5.8,-12.4,-6.3,6.7,-2.4,5.2,12.2,-6.9,-9.8,-1.5,0.3,1.2,3.9,5.4,0.1,-1.8,3.4,-4.6,-2.5,-0.8,3.2,-3.3,5.2,6.6,0.6,1.5,2.3,6.3,7.2,2.4,5.1,3.9,4.6,0.6,6.0,-2.5,-1.8,0.8,0.8,-4.7,1.8,1.7,5.2,3.6,-1.4,1.9,1.7,-11.0,3.5,4.9,11.2,2.2
674,San Marino,0.4,1.7,6.0,5.3,-2.2,6.8,-2.1,-1.7,4.5,2.2,-0.3,-0.6,0.4,2.7,2.2,2.2,3.0,3.5,2.0,0.6,0.2,-0.5,7.2,5.5,7.8,3.5,3.7,6.2,7.7,0.9,4.3,-1.0,2.6,3.3,1.0,2.5,2.2,0.3,-13.9,-6.3,-13.8,-11.1,-3.5,-1.3,-6.7,1.7,0.0,0.4,1.7,-7.0,14.5,9.4,1.5,1.2
678,Sao Tome and Principe,3.1,0.1,-0.6,3.3,2.9,-0.9,20.2,0.2,13.4,-3.4,-12.2,1.2,-5.6,-7.8,7.0,-7.9,-5.3,-0.6,0.5,-4.5,-1.0,-1.2,-0.7,0.5,0.4,0.0,-0.4,1.2,1.3,-0.7,1.4,-0.4,4.3,1.3,4.5,6.5,0.8,5.6,0.9,-0.8,-0.1,0.9,3.1,3.0,-0.2,3.4,2.5,2.8,0.5,0.7,-0.2,-1.8,-1.6,-0.9
682,Saudi Arabia,10.2,13.3,16.5,10.3,-10.3,9.2,0.2,-5.4,4.7,-0.2,-3.0,-21.1,-16.3,-9.5,-12.4,-4.6,-8.5,1.1,-4.5,4.2,3.2,-0.1,-4.0,-3.3,-3.8,-0.7,-1.2,-1.0,-4.2,0.2,-4.7,-5.5,3.7,3.8,1.4,-1.0,-1.9,2.0,-4.9,1.1,7.7,2.0,-0.6,0.5,1.2,-0.8,1.0,4.6,1.3,-5.4,5.4,9.1,-2.7,0.5
686,Senegal,-3.1,3.3,-8.4,1.2,4.6,6.1,-5.0,-8.4,7.0,-5.7,-3.7,12.3,-0.5,-6.6,0.9,1.6,1.0,2.1,-4.2,1.0,-3.2,-0.6,-4.9,0.2,2.1,2.7,-1.1,1.6,6.6,1.4,1.8,-2.4,3.1,2.2,1.9,0.0,0.5,1.3,0.3,1.0,-1.2,1.3,-0.6,2.9,3.2,3.2,4.3,3.3,6.2,3.0,8.3,2.0,1.8,4.1
688,Serbia,,,,,,,,,,,,,,,,,,,,,-11.9,-28.3,-30.6,5.6,8.9,6.0,8.8,6.9,14.1,6.6,7.4,7.0,4.9,7.0,6.3,4.3,8.2,5.6,-2.8,2.0,0.5,0.1,1.1,-1.1,2.0,3.7,3.1,5.4,5.6,-0.1,9.1,3.3,4.1,4.4
